time,acc_sim,pos_sim,vel_sim
0.0,-0.002544885260952708,0.0,0.0
9.999999999999999e-5,0.0002818203648458244,-4.951749380633924e-12,-8.040449127745492e-8
0.0008819175967190985,-3.572763560687486e-5,-6.181027809650451e-11,-7.137189999200202e-8
0.008205842356003015,6.46531686757929e-7,-5.919441140924637e-10,-7.240595435020469e-8
0.018205842356003015,-8.567590143713272e-9,-1.3158162491349779e-9,-7.238650867068825e-8
0.028205842356003014,-6.699273044487142,-2.9004195463678327e-6,-0.0009896411709045046
0.030205842356003015,-5.6441387808122485,-1.7386359966701347e-5,-0.013317872526001362
0.03874988427866355,-2.6620780337858467,-0.00028835934924893427,-0.04805438820324108
0.03973381518122985,-2.445296687075599,-0.00033688624844054716,-0.050566279648381604
0.04038436187153194,-15.278500626218676,-0.0003719607777588425,-0.06089448646564278
0.04051497128567025,-15.108435460595867,-0.0003800438859002413,-0.06287888584835091
0.041821065427053335,-13.507040362209889,-0.00047448290577864065,-0.08155626328167347
0.04312715956843642,-12.074147584354742,-0.0005920107702277108,-0.0982531469556516
0.04578104787876257,-9.606719973277649,-0.0008915875967339599,-0.12696023117109598
0.048490571461547886,-7.602117601700385,-0.0012677217432915896,-0.15022143943060912
0.052806243397282585,-5.220705775383429,-0.001977240294082877,-0.17773405917611648
0.057420265028018135,-3.480561494039797,-0.0028448553253784246,-0.19767717279347596
0.059757080926860384,-2.832161833675292,-0.0033155429503518782,-0.20504030231115622
0.06074740526470674,-12.556630286041498,-0.003522983429368143,-0.21822108205516763
0.061084390814657046,-12.196944272352571,-0.003597225252771815,-0.22239173182234112
0.06445424631416008,-9.10537246345598,-0.004408389163916192,-0.25815954495295135
0.06573259703724715,-8.149167996128957,-0.004745519657868705,-0.26918257187221817
0.07083220970991726,-5.202457937514628,-0.006207533754704071,-0.3029569811568838
0.07380252150964299,-4.00028673991264,-0.0071280978496095155,-0.3165866001409935
0.07789888457970398,-2.768397432918063,-0.008454057315567602,-0.3303768300638175
0.07965093096439811,-2.361405276257545,-0.009036878508374589,-0.33486615313764717
0.08165289471245285,-7.944283126082097,-0.009719651079313898,-0.35281128427544645
0.08218772254787125,-7.58168161387893,-0.00990945897038871,-0.35696276625585954
0.08753600090205531,-4.714732442848101,-0.011909142123262481,-0.389557018038819
0.08933359265663965,-4.016275040730478,-0.012616548057113687,-0.39739628002952015
0.0968630010393616,-1.9934597268899947,-0.015697051507542043,-0.41962432225648166
0.09963181562716014,-1.5310927550853406,-0.016865800016814696,-0.42449105182249713
0.10963181562716014,-2.0473562495767545,-0.021277974097870914,-0.47322033711064637
0.11317434233940978,-1.4527951915984259,-0.02296561599507404,-0.4793934668211243
0.11885900234213596,-0.8025995915062965,-0.02570968167693369,-0.485730348745742
0.12602961763872617,-1.8336914202634753,-0.029247995462751718,-0.5087978829058085
0.12979976675688112,-1.2611046188453545,-0.031177521938033553,-0.5146028755226928
0.13979976675688113,-0.38030197015212175,-0.03636660661841338,-0.5225099166091224
0.14792460722756084,-0.06440090519975407,-0.04061980683417468,-0.5242444111410663
0.15792460722756085,0.11508544604494352,-0.04586139358361258,-0.5239295060718865
0.16792460722756086,0.5492520210228566,-0.05106648903577033,-0.5132451769430694
0.17792460722756087,0.36476323301994806,-0.05617566413477784,-0.5087374111229486
0.18792460722756088,0.9181751316263564,-0.061199708139893956,-0.48950862624510333
0.1946856243155963,0.6099617740725115,-0.06449141024518747,-0.4843916107158019
0.20199941917184713,2.4277475270944486,-0.06802000636712874,-0.4806325325712765
0.20500352459712587,1.9261069818682215,-0.06945388840912381,-0.47410896850357803
0.21500352459712588,0.9210798711312339,-0.07412148753422941,-0.4602144484378301
0.22189118321472376,1.4584265018418219,-0.07727279627139792,-0.4550251212739324
0.2275861188437367,0.9721584903816616,-0.07984393531508799,-0.448159289690214
0.2375861188437367,0.5211234599646926,-0.08428715786442825,-0.44084588712277234
0.2475861188437367,0.33335903697131597,-0.08867382111153206,-0.4366369411904264
0.2575861188437367,0.25485264561071913,-0.09302530263298715,-0.43372218883558017
0.26758611884373673,0.5820607830198063,-0.0973237651564864,-0.42221141189865746
0.27448330971111173,0.4066316288088602,-0.10022383820116126,-0.41883067916221717
0.28448330971111174,1.13748846537692,-0.10439468364714118,-0.41543962282413943
0.2890211155273912,0.8308637822027444,-0.10626952342987875,-0.4109958894091341
0.2990211155273912,0.45264470197065343,-0.11034652369545778,-0.4047066092146282
0.3090211155273912,0.024862984736817386,-0.11439460670920618,-0.40787508243179776
0.3190211155273912,0.11976810575868645,-0.11846995754480276,-0.4071192633816326
0.3290211155273912,0.15859722242227758,-0.12253427802318077,-0.4057138442668951
0.3390211155273912,0.17415673428450423,-0.12658313114131495,-0.40404439552189575
0.34902111552739123,0.18006109099847178,-0.13061473099489224,-0.4022709106360814
0.35902111552739124,0.18196021040739288,-0.13462839171059626,-0.40045977005198946
0.36902111552739125,0.1821987891039454,-0.1386238837620146,-0.3986385052691105
0.37902111552739126,0.1817498840396249,-0.1426011668432079,-0.3968185255236576
0.38902111552739127,0.4512997963368431,-0.14654020345369712,-0.3881503252687864
0.3920705978008641,0.388078283107825,-0.1477218880861412,-0.3868725786662183
0.4020705978008641,0.2632526944968273,-0.15157404172265246,-0.38365800167237896
0.41207059780086414,0.210925401938589,-0.155398644938757,-0.3813045313175037
0.42207059780086414,0.1886854251673769,-0.15920164674336643,-0.3793136641135312
0.43207059780086415,0.17893291394227995,-0.16298556837218348,-0.37747851215306694
0.44207059780086416,1.3175364768413684,-0.16675150841866873,-0.3757132029475063
0.4446252931904422,1.0918758557731432,-0.1677073546828763,-0.372640815768108
0.4546252931904422,0.5489832180228318,-0.1713914923143492,-0.36462080890025217
0.4614002368331382,1.2355378945520843,-0.17385091027685176,-0.3615072941704087
0.46628754789172444,0.8668171246481273,-0.17560486572461267,-0.35640085547128647
0.47628754789172445,0.4518383301437006,-0.17913495273905825,-0.3499483753646806
0.48628754789172446,0.6395380955261465,-0.1825889955612318,-0.33721280897176
0.49628754789172447,0.3530168235411227,-0.18593564978995925,-0.3323471592117334
0.5062875478917245,0.233666542962984,-0.1892441782930561,-0.32945400905076805
0.5162875478917245,0.18368922230425164,-0.19252816783247956,-0.32738390204687595
0.5262875478917245,0.16250144009424233,-0.19579330156037072,-0.32565982909961266
0.5362875478917245,0.1532622792931649,-0.19904198268119117,-0.324083827438709
0.5462875478917245,0.41927187227847046,-0.2022551775273061,-0.31571948843022685
0.5511921875893755,0.32371429274432806,-0.2037991242053198,-0.3139055101326331
0.5611921875893755,0.21640680563983422,-0.20692442803501115,-0.31124109244622755
0.5711921875893755,0.17145350704097986,-0.2100270374325587,-0.3093167708972391
0.5811921875893755,0.15237671554559187,-0.21311206380674128,-0.3077037991431341
0.5911921875893755,0.14403953729477836,-0.21618167048487288,-0.30622424511256885
0.6011921875893755,1.2833329612674687,-0.21923679726715198,-0.304804255285709
0.6036515820186313,1.0653799943005327,-0.21998282979232336,-0.3019207715138273
0.6136515820186313,0.5184136854478318,-0.22296118471857204,-0.2941875571191133
0.6202120762324292,1.2079259191846927,-0.22488163694319505,-0.2913622328213962
0.6249578639157282,0.8461249916081924,-0.2262525449531375,-0.2865169018681387
0.6349578639157282,0.42394472995637433,-0.22908499098731983,-0.28030987896656184
0.6449578639157282,1.3915578114470233,-0.2318708767317928,-0.2770076687127323
0.6504531716392451,0.9121505400104808,-0.23337526944602455,-0.2707286321345474
0.6604531716392451,1.3042419334596937,-0.2360475103007164,-0.2640915746996686
0.6656223053318966,0.8771400797960277,-0.23739769528610258,-0.25849374936773195
0.6756223053318966,0.42916244743603443,-0.23994894492507388,-0.2521143728062379
0.6856223053318966,0.24294375916966796,-0.24245285692250823,-0.24881694329882714
0.6956223053318966,0.1653426372765641,-0.24493063959874886,-0.2468016681334533
0.7056223053318966,0.40310841340930387,-0.24737105064317463,-0.23846745392334867
0.7130631542202459,0.261390523539641,-0.24913603466935436,-0.2360223041079279
0.7230631542202459,1.3126526045371785,-0.2514852735626798,-0.23389898882065713
0.727003973349278,0.965200308502494,-0.2523979960894146,-0.22942981594480522
0.737003973349278,0.45757500413441443,-0.2546555577906708,-0.2224884021140138
0.747003973349278,0.2466544033062281,-0.2568623504691995,-0.2190387946832016
0.757003973349278,0.15884945264467612,-0.25904239798504525,-0.21704093801168298
0.7670039733492781,0.3924283538195672,-0.26118562166976195,-0.2087940539882777
0.774593007461068,0.2472393764224752,-0.2627607262201588,-0.20639565710195779
0.784593007461068,0.15570174789927027,-0.2648143979387171,-0.2044118984619584
0.794593007461068,0.11745357117999329,-0.2668515991130746,-0.20305894304515168
0.804593007461068,0.1013182948422754,-0.2688766811120164,-0.20197038391450284
0.814593007461068,0.09435971738543393,-0.27089147594731394,-0.20099417338450146
0.824593007461068,1.2343824046896406,-0.2728967701332884,-0.20006720857298477
0.8269418826761762,1.0254287408401825,-0.2733635423148144,-0.19741733589934893
0.8369418826761762,0.4737187665235084,-0.27529896889694017,-0.19010909832954245
0.8432339243603897,0.30985109391988896,-0.2764871929452407,-0.18766656712909968
0.8532339243603897,0.17641709566428507,-0.27835139448956436,-0.18528044678257116
0.8632339243603897,0.9781934275627993,-0.28019663951092744,-0.18381303624579431
0.8679778629276584,0.6770556507159756,-0.2810591001382342,-0.17991072722856452
0.8779778629276584,0.32557969572186246,-0.28283233340886804,-0.1750169549527672
0.8879778629276585,0.8102268761517616,-0.28452269569111743,-0.15654764658775833
0.8953129025163384,0.46006054954353687,-0.28565336475033726,-0.1519540615112329
0.9053129025163384,0.5892978248671149,-0.28712838218875136,-0.13944874708227875
0.9129773504794406,0.33172108609521644,-0.2881832394016909,-0.13597144681377354
0.9229773504794406,0.17186628361710504,-0.2895299964082893,-0.13350777532271457
0.9329773504794406,0.1053747481546315,-0.29085798978558036,-0.1321440768673698
0.9391359141034037,0.0858768512743508,-0.2916699715518482,-0.13155771581522271
0.9491359141034037,0.7001374481685246,-0.29293478422534264,-0.11479333034138998
0.9526498387403682,0.5308438142661779,-0.29333428504218667,-0.11263797786791842
0.958816259286948,0.33154876414238965,-0.29402043060598354,-0.1100054884223071
0.9671017240507568,1.0107292712130642,-0.2948894389748407,-0.094174950470502
0.9712201884278924,0.7214428104082294,-0.29526978145466487,-0.09062538867871797
0.9812201884278924,1.1779608295172546,-0.2961490637285143,-0.08555156453615272
0.9853008972821056,0.8402577747854462,-0.29648957924608066,-0.08145361177083543
0.9953008972821056,0.3671387639954654,-0.2972728435556628,-0.07557751729726969
1.0053008972821056,0.8014587453409062,-0.29796787675636915,-0.05696148755437152
1.0129206809618192,0.4241666785413588,-0.2983835190859268,-0.052367717153611264
1.0229206809618192,1.3314075114503585,-0.29889134416311,-0.04938593089612228
1.027680657987068,0.8904525204752513,-0.2991135043978429,-0.0441331699717241
1.037680657987068,0.3781554767716825,-0.29952194421117373,-0.03796437773175103
1.047680657987068,0.4358632503370413,-0.2998674309836463,-0.028463812195540002
1.0576806579870681,0.18687275204265855,-0.30013592877746215,-0.02543481695756222
1.0676806579870681,0.08353739190786423,-0.3003832792783806,-0.02411790245054754
1.0776806579870681,0.04063574551318587,-0.30062125535224726,-0.02351161483673666
1.0876806579870681,-0.6079006853777635,-0.30090158776004106,-0.039193780065503045
1.0925575335557196,-0.3931995099914694,-0.3010988510712821,-0.0416168982532055
1.0990554707143458,-0.21576177474022848,-0.30137592507394356,-0.04356927670971223
1.1090554707143458,-0.9786318015569211,-0.3018861885512362,-0.0678367758521106
1.1138971481404778,-0.6343283470946788,-0.3022243504986921,-0.07171303030873545
1.1197392121310956,-0.3699878211568856,-0.30265215071411394,-0.07461507356113033
1.1292649091639466,-1.507206726843949,-0.30346082138107605,-0.10773925199420976
1.133410048723864,-1.040700548709617,-0.3039186351082351,-0.11299156141852536
1.1385540233097347,-0.6496341081836126,-0.30451137670593587,-0.11730266234194009
1.1400553600531174,-6.5667007763053675,-0.3046881795515831,-0.11821379598402762
1.1406880380123032,-6.217933804256902,-0.30476425597773205,-0.12225756696442533
1.1470148176041628,-3.5685125959827255,-0.3056388633808926,-0.15284585628937883
