time,q1_l,q1_r,q2_l,q2_r
0.0,0.0,0.0,0.0,0.0
0.02,0.18849511272532066,0.18849511272532066,0.18849511272532066,0.18849511272532066
0.04,0.37698754651785454,0.37698754651785454,0.37698754651785454,0.37698754651785454
0.06,0.5654746224828885,0.5654746224828885,0.5654746224828885,0.5654746224828885
0.08,0.753953661801856,0.753953661801856,0.753953661801856,0.753953661801856
0.1,0.9424219857704088,0.9424219857704088,0.9424219857704088,0.9424219857704088
0.12,1.1308769158364878,1.1308769158364878,1.1308769158364878,1.1308769158364878
0.14,1.3193157736383907,1.3193157736383907,1.3193157736383907,1.3193157736383907
0.16,1.5077358810428376,1.5077358810428376,1.5077358810428376,1.5077358810428376
0.18,1.6961345601830335,1.6961345601830335,1.6961345601830335,1.6961345601830335
0.2,1.884509133496727,1.884509133496727,1.884509133496727,1.884509133496727
0.22,2.072856923764262,2.072856923764262,2.072856923764262,2.072856923764262
0.24,2.2611752541466306,2.2611752541466306,2.2611752541466306,2.2611752541466306
0.26,2.4494614482235146,2.4494614482235146,2.4494614482235146,2.4494614482235146
0.28,2.6377128300313237,2.6377128300313237,2.6377128300313237,2.6377128300313237
0.3,2.825926724101226,2.825926724101226,2.825926724101226,2.825926724101226
0.32,3.014100455497176,3.014100455497176,3.014100455497176,3.014100455497176
0.34,3.2022313498539257,3.2022313498539257,3.2022313498539257,3.2022313498539257
0.36,3.390316733415037,3.390316733415037,3.390316733415037,3.390316733415037
0.38,3.578353933070884,3.578353933070884,3.578353933070884,3.578353933070884
0.4,3.7663402763966363,3.7663402763966363,3.7663402763966363,3.7663402763966363
0.42,3.9542730916902453,3.9542730916902453,3.9542730916902453,3.9542730916902453
0.44,4.14214970801042,4.14214970801042,4.14214970801042,4.14214970801042
0.46,4.329967455214572,4.329967455214572,4.329967455214572,4.329967455214572
0.48,4.517723663996779,4.517723663996779,4.517723663996779,4.517723663996779
0.5,4.705415665925716,4.705415665925716,4.705415665925716,4.705415665925716
0.52,4.893040793482577,4.893040793482577,4.893040793482577,4.893040793482577
0.54,5.080596380098992,5.080596380098992,5.080596380098992,5.080596380098992
