time,q1_l,q1_r,q2_l,q2_r
0.0,0.0,0.0,0.0,0.0
0.005,0.8111971362463131,0.8111971362463131,0.8111971362463131,0.8111971362463131
0.01,1.6223204542772869,1.6223204542772869,1.6223204542772869,1.6223204542772869
0.015,2.4332961432520412,2.4332961432520412,2.4332961432520412,2.4332961432520412
0.02,3.244050407077878,3.244050407077878,3.244050407077878,3.244050407077878
0.025,4.0545094717825245,4.0545094717825245,4.0545094717825245,4.0545094717825245
0.03,4.864599592884174,4.864599592884174,4.864599592884174,4.864599592884174
0.035,5.674247062758567,5.674247062758567,5.674247062758567,5.674247062758567
0.04,6.483378218002391,6.483378218002391,6.483378218002391,6.483378218002391
0.045,7.291919446792264,7.291919446792264,7.291919446792264,7.291919446792264
0.05,8.099797196238555,8.099797196238555,8.099797196238555,8.099797196238555
0.055,8.9069379797333,8.9069379797333,8.9069379797333,8.9069379797333
0.06,9.713268384291515,9.713268384291515,9.713268384291515,9.713268384291515
0.065,10.518715077885124,10.518715077885124,10.518715077885124,10.518715077885124
0.07,11.323204816768804,11.323204816768804,11.323204816768804,11.323204816768804
0.075,12.126664452796998,12.126664452796998,12.126664452796998,12.126664452796998
0.08,12.92902094073137,12.92902094073137,12.92902094073137,12.92902094073137
0.085,13.73020134553796,13.73020134553796,13.73020134553796,13.73020134553796
0.09,14.530132849673336,14.530132849673336,14.530132849673336,14.530132849673336
0.095,15.328742760358988,15.328742760358988,15.328742760358988,15.328742760358988
0.1,16.125958516843237,16.125958516843237,16.125958516843237,16.125958516843237
0.105,16.921707697649953,16.921707697649953,16.921707697649953,16.921707697649953
0.11,17.715918027813352,17.715918027813352,17.715918027813352,17.715918027813352
0.115,18.508517386098127,18.508517386098127,18.508517386098127,18.508517386098127
0.12,19.299433812204192,19.299433812204192,19.299433812204192,19.299433812204192
0.125,20.0885955139554,20.0885955139554,20.0885955139554,20.0885955139554
0.13,20.875930874471358,20.875930874471358,20.875930874471358,20.875930874471358
0.135,21.66136845932178,21.66136845932178,21.66136845932178,21.66136845932178
0.14,22.444837023662547,22.444837023662547,22.444837023662547,22.444837023662547
0.145,23.226265519352875,23.226265519352875,23.226265519352875,23.226265519352875
0.15,24.00558310205274,24.00558310205274,24.00558310205274,24.00558310205274
0.155,24.78271913829997,24.78271913829997,24.78271913829997,24.78271913829997
0.16,25.557603212566214,25.557603212566214,25.557603212566214,25.557603212566214
0.165,26.33016513429116,26.33016513429116,26.33016513429116,26.33016513429116
0.17,27.100334944894236,27.100334944894236,27.100334944894236,27.100334944894236
0.17500000000000002,27.868042924763095,27.868042924763095,27.868042924763095,27.868042924763095
0.18,28.633219600218226,28.633219600218226,28.633219600218226,28.633219600218226
0.185,29.395795750453004,29.395795750453004,29.395795750453004,29.395795750453004
0.19,30.155702414448353,30.155702414448353,30.155702414448353,30.155702414448353
0.195,30.91287089786154,30.91287089786154,30.91287089786154,30.91287089786154
0.2,31.66723277988825,31.66723277988825,31.66723277988825,31.66723277988825
0.20500000000000002,32.41871992009729,32.41871992009729,32.41871992009729,32.41871992009729
0.21,33.16726446523731,33.16726446523731,33.16726446523731,33.16726446523731
0.215,33.91279885601479,33.91279885601479,33.91279885601479,33.91279885601479
0.22,34.65525583384253,34.65525583384253,34.65525583384253,34.65525583384253
0.225,35.39456844755829,35.39456844755829,35.39456844755829,35.39456844755829
0.23,36.13067006011244,36.13067006011244,36.13067006011244,36.13067006011244
0.23500000000000001,36.8634943552244,36.8634943552244,36.8634943552244,36.8634943552244
0.24,37.592975344006845,37.592975344006845,37.592975344006845,37.592975344006845
0.245,38.31904737155731,38.31904737155731,38.31904737155731,38.31904737155731
0.25,39.041645123516325,39.041645123516325,39.041645123516325,39.041645123516325
0.255,39.76070363259143,39.76070363259143,39.76070363259143,39.76070363259143
0.26,40.47615828504669,40.47615828504669,40.47615828504669,40.47615828504669
0.265,41.18794482715656,41.18794482715656,41.18794482715656,41.18794482715656
0.27,41.89599937162409,41.89599937162409,41.89599937162409,41.89599937162409
0.275,42.60025840396216,42.60025840396216,42.60025840396216,42.60025840396216
0.28,43.30065878883767,43.30065878883767,43.30065878883767,43.30065878883767
0.28500000000000003,43.99713777637772,43.99713777637772,43.99713777637772,43.99713777637772
0.29,44.6896330084372,44.6896330084372,44.6896330084372,44.6896330084372
0.295,45.37808252482737,45.37808252482737,45.37808252482737,45.37808252482737
0.3,46.06242476950442,46.06242476950442,46.06242476950442,46.06242476950442
0.305,46.74259859671782,46.74259859671782,46.74259859671782,46.74259859671782
0.31,47.4185432771175,47.4185432771175,47.4185432771175,47.4185432771175
0.315,48.0901985038195,48.0901985038195,48.0901985038195,48.0901985038195
0.32,48.757504398429305,48.757504398429305,48.757504398429305,48.757504398429305
0.325,49.42040151702228,49.42040151702228,49.42040151702228,49.42040151702228
0.33,50.07883085608084,50.07883085608084,50.07883085608084,50.07883085608084
0.335,50.7327338583874,50.7327338583874,50.7327338583874,50.7327338583874
0.34,51.38205241887274,51.38205241887274,51.38205241887274,51.38205241887274
0.34500000000000003,52.02672889041926,52.02672889041926,52.02672889041926,52.02672889041926
0.35000000000000003,52.66670608961827,52.66670608961827,52.66670608961827,52.66670608961827
0.355,53.30192730248107,53.30192730248107,53.30192730248107,53.30192730248107
0.36,53.932336290102995,53.932336290102995,53.932336290102995,53.932336290102995
0.365,54.55787729427994,54.55787729427994,54.55787729427994,54.55787729427994
0.37,55.1784950430769,55.1784950430769,55.1784950430769,55.1784950430769
0.375,55.794134756347816,55.794134756347816,55.794134756347816,55.794134756347816
0.38,56.404742151206285,56.404742151206285,56.404742151206285,56.404742151206285
0.385,57.01026344744647,57.01026344744647,57.01026344744647,57.01026344744647
0.39,57.61064537291384,57.61064537291384,57.61064537291384,57.61064537291384
0.395,58.20583516882506,58.20583516882506,58.20583516882506,58.20583516882506
0.4,58.79578059503654,58.79578059503654,58.79578059503654,58.79578059503654
0.405,59.380429935261105,59.380429935261105,59.380429935261105,59.380429935261105
0.41000000000000003,59.95973200223233,59.95973200223233,59.95973200223233,59.95973200223233
