time,q1_l,q1_r,q2_l,q2_r
0.0,147.49262536873155,147.49262536873155,147.49262536873155,147.49262536873155
0.005,147.49262536311545,147.49262536311545,147.49262536311545,147.49262536311545
0.01,147.4926252788739,147.4926252788739,147.4926252788739,147.4926252788739
0.015,147.49262491382723,147.49262491382723,147.49262491382723,147.49262491382723
0.02,147.49262393100923,147.49262393100923,147.49262393100923,147.49262393100923
0.025,147.49262185866726,147.49262185866726,147.49262185866726,147.49262185866726
0.03,147.49261809026228,147.49261809026228,147.49261809026228,147.49261809026228
0.035,147.49261188446877,147.49261188446877,147.49261188446877,147.49261188446877
0.04,147.4926023651748,147.4926023651748,147.4926023651748,147.4926023651748
0.045,147.49258852148213,147.49258852148213,147.49258852148213,147.49258852148213
0.05,147.4925692077064,147.4925692077064,147.4925692077064,147.4925692077064
0.055,147.49254314337705,147.49254314337705,147.49254314337705,147.49254314337705
0.06,147.4925089132377,147.4925089132377,147.4925089132377,147.4925089132377
0.065,147.4924649672465,147.4924649672465,147.4924649672465,147.4924649672465
0.07,147.4924096205762,147.4924096205762,147.4924096205762,147.4924096205762
0.075,147.49234105361498,147.49234105361498,147.49234105361498,147.49234105361498
0.08,147.4922573119668,147.4922573119668,147.4922573119668,147.4922573119668
0.085,147.4921563064522,147.4921563064522,147.4921563064522,147.4921563064522
0.09,147.4920358131092,147.4920358131092,147.4920358131092,147.4920358131092
0.095,147.49189347319447,147.49189347319447,147.49189347319447,147.49189347319447
0.1,147.49172679318443,147.49172679318443,147.49172679318443,147.49172679318443
0.105,147.49153314477692,147.49153314477692,147.49153314477692,147.49153314477692
0.11,147.49130976489295,147.49130976489295,147.49130976489295,147.49130976489295
0.115,147.49105375567876,147.49105375567876,147.49105375567876,147.49105375567876
0.12,147.49076208450822,147.49076208450822,147.49076208450822,147.49076208450822
0.125,147.49043158398547,147.49043158398547,147.49043158398547,147.49043158398547
0.13,147.4900589519482,147.4900589519482,147.4900589519482,147.4900589519482
0.135,147.4896407514711,147.4896407514711,147.4896407514711,147.4896407514711
0.14,147.48917341086974,147.48917341086974,147.48917341086974,147.48917341086974
0.145,147.48865322370523,147.48865322370523,147.48865322370523,147.48865322370523
0.15,147.48807634878904,147.48807634878904,147.48807634878904,147.48807634878904
0.155,147.48743881018865,147.48743881018865,147.48743881018865,147.48743881018865
0.16,147.48673649723372,147.48673649723372,147.48673649723372,147.48673649723372
0.165,147.48596516452278,147.48596516452278,147.48596516452278,147.48596516452278
0.17,147.48512043193085,147.48512043193085,147.48512043193085,147.48512043193085
0.17500000000000002,147.48419778461755,147.48419778461755,147.48419778461755,147.48419778461755
0.18,147.48319257303623,147.48319257303623,147.48319257303623,147.48319257303623
0.185,147.48210001294385,147.48210001294385,147.48210001294385,147.48210001294385
0.19,147.48091518541145,147.48091518541145,147.48091518541145,147.48091518541145
0.195,147.4796330368361,147.4796330368361,147.4796330368361,147.4796330368361
0.2,147.47824837895342,147.47824837895342,147.47824837895342,147.47824837895342
0.20500000000000002,147.4767558888512,147.4767558888512,147.4767558888512,147.4767558888512
0.21,147.47515010898422,147.47515010898422,147.47515010898422,147.47515010898422
0.215,147.47342544719032,147.47342544719032,147.47342544719032,147.47342544719032
0.22,147.4715761767072,147.4715761767072,147.4715761767072,147.4715761767072
0.225,147.46959643619115,147.46959643619115,147.46959643619115,147.46959643619115
0.23,147.46748022973657,147.46748022973657,147.46748022973657,147.46748022973657
0.23500000000000001,147.46522142689713,147.46522142689713,147.46522142689713,147.46522142689713
0.24,147.4628137627084,147.4628137627084,147.4628137627084,147.4628137627084
0.245,147.46025083771187,147.46025083771187,147.46025083771187,147.46025083771187
0.25,147.45752611798068,147.45752611798068,147.45752611798068,147.45752611798068
0.255,147.45463293514695,147.45463293514695,147.45463293514695,147.45463293514695
0.26,147.4515644864307,147.4515644864307,147.4515644864307,147.4515644864307
0.265,147.448313834671,147.448313834671,147.448313834671,147.448313834671
0.27,147.4448739083584,147.4448739083584,147.4448739083584,147.4448739083584
0.275,147.4412375016697,147.4412375016697,147.4412375016697,147.4412375016697
0.28,147.4373972745047,147.4373972745047,147.4373972745047,147.4373972745047
0.28500000000000003,147.43334575252481,147.43334575252481,147.43334575252481,147.43334575252481
0.29,147.42907532719423,147.42907532719423,147.42907532719423,147.42907532719423
0.295,147.42457825582295,147.42457825582295,147.42457825582295,147.42457825582295
0.3,147.41984666161233,147.41984666161233,147.41984666161233,147.41984666161233
0.305,147.4148725337031,147.4148725337031,147.4148725337031,147.4148725337031
0.31,147.40964772722577,147.40964772722577,147.40964772722577,147.40964772722577
0.315,147.40416396335365,147.40416396335365,147.40416396335365,147.40416396335365
0.32,147.3984128293586,147.3984128293586,147.3984128293586,147.3984128293586
0.325,147.3923857786694,147.3923857786694,147.3923857786694,147.3923857786694
0.33,147.38607413093314,147.38607413093314,147.38607413093314,147.38607413093314
0.335,147.37946907207944,147.37946907207944,147.37946907207944,147.37946907207944
0.34,147.37256165438777,147.37256165438777,147.37256165438777,147.37256165438777
0.34500000000000003,147.3653427965577,147.3653427965577,147.3653427965577,147.3653427965577
0.35000000000000003,147.35780328378283,147.35780328378283,147.35780328378283,147.35780328378283
0.355,147.34993376782728,147.34993376782728,147.34993376782728,147.34993376782728
0.36,147.34172476710657,147.34172476710657,147.34172476710657,147.34172476710657
0.365,147.333166666771,147.333166666771,147.333166666771,147.333166666771
0.37,147.32424971879357,147.32424971879357,147.32424971879357,147.32424971879357
0.375,147.3149640420608,147.3149640420608,147.3149640420608,147.3149640420608
0.38,147.30529962246806,147.30529962246806,147.30529962246806,147.30529962246806
0.385,147.29524631301825,147.29524631301825,147.29524631301825,147.29524631301825
0.39,147.28479383392502,147.28479383392502,147.28479383392502,147.28479383392502
0.395,147.27393177271978,147.27393177271978,147.27393177271978,147.27393177271978
0.4,147.26264958436298,147.26264958436298,147.26264958436298,147.26264958436298
0.405,147.25093659135996,147.25093659135996,147.25093659135996,147.25093659135996
0.41000000000000003,147.2387819838811,147.2387819838811,147.2387819838811,147.2387819838811
0.41500000000000004,147.22617481988667,147.22617481988667,147.22617481988667,147.22617481988667
0.42,147.2131040252561,147.2131040252561,147.2131040252561,147.2131040252561
0.425,147.19955839392247,147.19955839392247,147.19955839392247,147.19955839392247
0.43,147.1855265880117,147.1855265880117,147.1855265880117,147.1855265880117
0.435,147.1709971379867,147.1709971379867,147.1709971379867,147.1709971379867
0.44,147.1559584427969,147.1559584427969,147.1559584427969,147.1559584427969
0.445,147.14039877003302,147.14039877003302,147.14039877003302,147.14039877003302
0.45,147.124306256087,147.124306256087,147.124306256087,147.124306256087
0.455,147.10766890631805,147.10766890631805,147.10766890631805,147.10766890631805
0.46,147.09047459522353,147.09047459522353,147.09047459522353,147.09047459522353
0.465,147.07271106661648,147.07271106661648,147.07271106661648,147.07271106661648
0.47000000000000003,147.05436593380833,147.05436593380833,147.05436593380833,147.05436593380833
0.47500000000000003,147.03542667979832,147.03542667979832,147.03542667979832,147.03542667979832
0.48,147.01588065746844,147.01588065746844,147.01588065746844,147.01588065746844
0.485,146.99571508978525,146.99571508978525,146.99571508978525,146.99571508978525
0.49,146.97491707000773,146.97491707000773,146.97491707000773,146.97491707000773
0.495,146.953473561902,146.953473561902,146.953473561902,146.953473561902
0.5,146.93137139996247,146.93137139996247,146.93137139996247,146.93137139996247
0.505,146.90859728964008,146.90859728964008,146.90859728964008,146.90859728964008
0.51,146.88513780757748,146.88513780757748,146.88513780757748,146.88513780757748
0.515,146.86097940185118,146.86097940185118,146.86097940185118,146.86097940185118
0.52,146.83610839222106,146.83610839222106,146.83610839222106,146.83610839222106
0.525,146.81051097038747,146.81051097038747,146.81051097038747,146.81051097038747
0.53,146.78417320025548,146.78417320025548,146.78417320025548,146.78417320025548
0.535,146.7570810182073,146.7570810182073,146.7570810182073,146.7570810182073
0.54,146.72922023338205,146.72922023338205,146.72922023338205,146.72922023338205
0.545,146.700576527964,146.700576527964,146.700576527964,146.700576527964
0.55,146.67113545747853,146.67113545747853,146.67113545747853,146.67113545747853
0.555,146.6408824510967,146.6408824510967,146.6408824510967,146.6408824510967
0.56,146.60980281194807,146.60980281194807,146.60980281194807,146.60980281194807
0.5650000000000001,146.57788171744204,146.57788171744204,146.57788171744204,146.57788171744204
0.5700000000000001,146.54510421959824,146.54510421959824,146.54510421959824,146.54510421959824
