time,q1_l,q1_r,q2_l,q2_r
0.0,0.0,0.0,0.0,0.0
0.005,0.5407980908308754,0.5407980908308754,0.5407980908308754,0.5407980908308754
0.01,1.0815469695181914,1.0815469695181914,1.0815469695181914,1.0815469695181914
0.015,1.6221974288346943,1.6221974288346943,1.6221974288346943,1.6221974288346943
0.02,2.162700271385252,2.162700271385252,2.162700271385252,2.162700271385252
0.025,2.703006314521683,2.703006314521683,2.703006314521683,2.703006314521683
0.03,3.2430663952561156,3.2430663952561156,3.2430663952561156,3.2430663952561156
0.035,3.7828313751723774,3.7828313751723774,3.7828313751723774,3.7828313751723774
0.04,4.322252145334928,4.322252145334928,4.322252145334928,4.322252145334928
0.045,4.861279631194843,4.861279631194843,4.861279631194843,4.861279631194843
0.05,5.39986479749237,5.39986479749237,5.39986479749237,5.39986479749237
0.055,5.937958653155534,5.937958653155534,5.937958653155534,5.937958653155534
0.06,6.475512256194343,6.475512256194343,6.475512256194343,6.475512256194343
0.065,7.012476718590083,7.012476718590083,7.012476718590083,7.012476718590083
0.07,7.5488032111792025,7.5488032111792025,7.5488032111792025,7.5488032111792025
0.075,8.084442968531333,8.084442968531333,8.084442968531333,8.084442968531333
0.08,8.619347293820914,8.619347293820914,8.619347293820914,8.619347293820914
0.085,9.153467563691974,9.153467563691974,9.153467563691974,9.153467563691974
0.09,9.686755233115557,9.686755233115557,9.686755233115557,9.686755233115557
0.095,10.219161840239327,10.219161840239327,10.219161840239327,10.219161840239327
0.1,10.750639011228824,10.750639011228824,10.750639011228824,10.750639011228824
0.105,11.281138465099968,11.281138465099968,11.281138465099968,11.281138465099968
0.11,11.810612018542235,11.810612018542235,11.810612018542235,11.810612018542235
0.115,12.339011590732085,12.339011590732085,12.339011590732085,12.339011590732085
0.12,12.866289208136127,12.866289208136127,12.866289208136127,12.866289208136127
0.125,13.3923970093036,13.3923970093036,13.3923970093036,13.3923970093036
0.13,13.917287249647574,13.917287249647574,13.917287249647574,13.917287249647574
