time,q1_l,q1_r,q2_l,q2_r
0.0,55.309734513274336,55.309734513274336,55.309734513274336,55.309734513274336
0.005,55.31434404175493,55.31434404175493,55.31434404175493,55.31434404175493
0.01,55.31895356758145,55.31895356758145,55.31895356758145,55.31895356758145
0.015,55.32356308392796,55.32356308392796,55.32356308392796,55.32356308392796
0.02,55.32817257941568,55.32817257941568,55.32817257941568,55.32817257941568
0.025,55.33278203811111,55.33278203811111,55.33278203811111,55.33278203811111
0.03,55.33739143952414,55.33739143952414,55.33739143952414,55.33739143952414
0.035,55.34200075860609,55.34200075860609,55.34200075860609,55.34200075860609
0.04,55.34660996574794,55.34660996574794,55.34660996574794,55.34660996574794
0.045,55.3512190267783,55.3512190267783,55.3512190267783,55.3512190267783
0.05,55.355827902961586,55.355827902961586,55.355827902961586,55.355827902961586
0.055,55.360436550996106,55.360436550996106,55.360436550996106,55.360436550996106
0.06,55.36504492301219,55.36504492301219,55.36504492301219,55.36504492301219
0.065,55.36965296657026,55.36965296657026,55.36965296657026,55.36965296657026
0.07,55.37426062465895,55.37426062465895,55.37426062465895,55.37426062465895
0.075,55.37886783569322,55.37886783569322,55.37886783569322,55.37886783569322
0.08,55.38347453351247,55.38347453351247,55.38347453351247,55.38347453351247
0.085,55.3880806473786,55.3880806473786,55.3880806473786,55.3880806473786
0.09,55.392686101974185,55.392686101974185,55.392686101974185,55.392686101974185
0.095,55.39729081740049,55.39729081740049,55.39729081740049,55.39729081740049
0.1,55.4018947091757,55.4018947091757,55.4018947091757,55.4018947091757
0.105,55.40649768823294,55.40649768823294,55.40649768823294,55.40649768823294
0.11,55.41109966091839,55.41109966091839,55.41109966091839,55.41109966091839
0.115,55.41570052898945,55.41570052898945,55.41570052898945,55.41570052898945
0.12,55.42030018961278,55.42030018961278,55.42030018961278,55.42030018961278
0.125,55.424898535362495,55.424898535362495,55.424898535362495,55.424898535362495
0.13,55.42949545421816,55.42949545421816,55.42949545421816,55.42949545421816
0.135,55.434090829563054,55.434090829563054,55.434090829563054,55.434090829563054
0.14,55.43868454018219,55.43868454018219,55.43868454018219,55.43868454018219
0.145,55.44327646026041,55.44327646026041,55.44327646026041,55.44327646026041
0.15,55.44786645938061,55.44786645938061,55.44786645938061,55.44786645938061
0.155,55.45245440252177,55.45245440252177,55.45245440252177,55.45245440252177
0.16,55.4570401500571,55.4570401500571,55.4570401500571,55.4570401500571
0.165,55.461623557752205,55.461623557752205,55.461623557752205,55.461623557752205
0.17,55.466204476763124,55.466204476763124,55.466204476763124,55.466204476763124
0.17500000000000002,55.47078275363458,55.47078275363458,55.47078275363458,55.47078275363458
0.18,55.47535823029799,55.47535823029799,55.47535823029799,55.47535823029799
0.185,55.479930744069705,55.479930744069705,55.479930744069705,55.479930744069705
0.19,55.48450012764906,55.48450012764906,55.48450012764906,55.48450012764906
0.195,55.48906620911658,55.48906620911658,55.48906620911658,55.48906620911658
