timestamp,DXL_PWM,DXL_Current,DXL_Velocity,θ(t),DXL_Input_Voltage,U
0.0,0.0,-0.00269,0.0,-0.011938052083641256,11.9,0.0
0.02,0.09379,0.06725,0.0,-0.011938052083641256,11.9,1.116101
0.04,0.09379,0.00807,0.0,-0.011938052083641256,11.9,1.116101
0.06,0.09379,0.00807,0.0,-0.010402162341886031,11.9,1.116101
0.08,0.09379,0.01614,0.023980823922402087,-0.007330382858376024,11.9,1.116101
0.1,0.09379,0.01614,0.07194247176720626,-0.004258603374866241,11.9,1.116101
0.12,0.09379,0.00807,0.11990411961201045,0.0018849555921537729,11.9,1.116101
0.14,0.09379,0.00269,0.1918465913792167,0.008028514559173788,11.9,1.116101
0.16,0.09379,0.0,0.2398082392240209,0.014172073526193797,11.9,1.116101
0.18,0.09379,0.0,0.263789063146423,0.020315632493214036,11.9,1.116101
0.2,0.09379,0.0,0.263789063146423,0.024923301718478834,11.9,1.116101
0.22,0.09379,0.0,0.263789063146423,0.03106686068549927,11.9,1.116101
0.24,0.09379,0.0,0.263789063146423,0.035674529910764065,11.9,1.116101
0.26,0.09379,0.00269,0.263789063146423,0.0418180888777843,11.9,1.116101
0.28,0.09379,0.00538,0.263789063146423,0.04642575810304909,11.9,1.116101
0.3,0.09379,0.00538,0.263789063146423,0.0525693170700691,11.9,1.116101
0.32,0.09379,0.00538,0.263789063146423,0.057176986295334103,11.9,1.116101
0.34,0.09379,0.00538,0.2398082392240209,0.06178465552059912,11.9,1.116101
0.36,0.09379,0.00807,0.2398082392240209,0.06792821448761935,11.9,1.116101
0.38,0.09379,0.00807,0.2398082392240209,0.07253588371288415,11.9,1.116101
0.4,0.09379,0.01076,0.2398082392240209,0.07867944267990439,11.9,1.116101
0.42,0.09492,0.01076,0.2398082392240209,0.0817512221634144,11.9,1.129548
0.44,0.09492,0.01076,0.2398082392240209,0.08789478113043442,11.9,1.129548
0.46,0.09492,0.01345,0.2398082392240209,0.09096656061394442,11.9,1.129548
0.48,0.09492,0.01345,0.2398082392240209,0.09711011958096441,11.9,1.129548
0.5,0.09492,0.01614,0.21582741530161878,0.1017177888062292,11.9,1.129548
0.52,0.09492,0.01614,0.21582741530161878,0.10632545803149465,11.9,1.129548
0.54,0.09492,0.01614,0.21582741530161878,0.11093312725675944,11.9,1.129548
0.56,0.09492,0.01614,0.21582741530161878,0.11554079648202469,11.9,1.129548
0.58,0.09492,0.01614,0.21582741530161878,0.12014846570728971,11.9,1.129548
0.6,0.09492,0.02152,0.21582741530161878,0.12322024519079947,11.9,1.129548
0.62,0.09492,0.02152,0.21582741530161878,0.1278279144160645,11.9,1.129548
0.64,0.09492,0.024210000000000002,0.21582741530161878,0.13243558364132973,11.9,1.129548
0.66,0.09492,0.024210000000000002,0.1918465913792167,0.13704325286659452,11.9,1.129548
0.68,0.09492,0.024210000000000002,0.1918465913792167,0.14165092209185973,11.9,1.129548
0.7000000000000001,0.09492,0.0269,0.1918465913792167,0.14472270157536973,11.9,1.129548
0.72,0.09492,0.0269,0.1918465913792167,0.14933037080063477,11.9,1.129548
0.74,0.09492,0.0269,0.1918465913792167,0.15240215028414475,11.9,1.129548
0.76,0.09492,0.029589999999999998,0.1918465913792167,0.15700981950940998,11.9,1.129548
0.78,0.09492,0.029589999999999998,0.1918465913792167,0.16161748873467474,11.9,1.129548
0.8,0.09492,0.03228,0.1918465913792167,0.16468926821818478,11.9,1.129548
0.8200000000000001,0.09492,0.03228,0.1678657674568146,0.16776104770169503,11.9,1.129548
0.84,0.09492,0.03497,0.1678657674568146,0.1723687169269598,11.9,1.129548
0.86,0.09492,0.03497,0.1678657674568146,0.1754404964104698,11.9,1.129548
0.88,0.09492,0.03497,0.1678657674568146,0.1785122758939798,11.9,1.129548
0.9,0.09492,0.040350000000000004,0.1678657674568146,0.18158405537749003,11.9,1.129548
0.92,0.09379,0.040350000000000004,0.1678657674568146,0.18619172460275482,11.9,1.116101
0.9400000000000001,0.09379,0.040350000000000004,0.1678657674568146,0.18926350408626486,11.9,1.116101
0.96,0.09379,0.040350000000000004,0.1678657674568146,0.19233528356977486,11.9,1.116101
0.98,0.09379,0.04304,0.1678657674568146,0.1969429527950401,11.9,1.116101
1.0,0.09379,0.04304,0.1678657674568146,0.19847884253679532,11.9,1.116101
1.02,0.09379,0.04304,0.14388494353441253,0.20155062202030488,11.9,1.116101
1.04,0.09379,0.04573,0.14388494353441253,0.2046224015038151,11.9,1.116101
1.06,0.09379,0.048420000000000005,0.14388494353441253,0.20769418098732512,11.9,1.116101
1.08,0.09379,0.048420000000000005,0.14388494353441253,0.21076596047083507,11.9,1.116101
1.1,0.09379,0.05111,0.14388494353441253,0.21383773995434513,11.9,1.116101
1.12,0.09379,0.05111,0.14388494353441253,0.21690951943785508,11.9,1.116101
1.1400000000000001,0.09379,0.05111,0.14388494353441253,0.21998129892136534,11.9,1.116101
1.16,0.09379,0.0538,0.14388494353441253,0.22151718866312037,11.9,1.116101
1.18,0.09379,0.05111,0.11990411961201045,0.22458896814663012,11.9,1.116101
1.2,0.09266,0.05111,0.11990411961201045,0.22612485788838513,11.9,1.102654
1.22,0.09266,0.05111,0.11990411961201045,0.2291966373718951,11.9,1.102654
1.24,0.09266,0.05111,0.11990411961201045,0.23226841685540536,11.9,1.102654
1.26,0.09266,0.05111,0.11990411961201045,0.23380430659716056,11.9,1.102654
1.28,0.09266,0.0538,0.11990411961201045,0.23687608608067015,11.9,1.102654
1.3,0.09266,0.0538,0.11990411961201045,0.23994786556418013,11.9,1.102654
1.32,0.09266,0.0538,0.11990411961201045,0.2414837553059354,11.9,1.102654
1.34,0.09153,0.05649,0.11990411961201045,0.2445555347894454,11.9,1.089207
1.36,0.09153,0.05649,0.11990411961201045,0.24609142453120042,11.9,1.089207
1.3800000000000001,0.09153,0.05649,0.11990411961201045,0.25069909375646515,11.9,1.089207
1.4000000000000001,0.09153,0.059179999999999996,0.11990411961201045,0.2522349834982204,11.9,1.089207
1.42,0.09153,0.059179999999999996,0.09592329568960835,0.2537708732399752,11.9,1.089207
1.44,0.09040000000000001,0.059179999999999996,0.09592329568960835,0.25684265272348566,11.9,1.07576
1.46,0.09040000000000001,0.059179999999999996,0.09592329568960835,0.25837854246524045,11.9,1.07576
1.48,0.09040000000000001,0.059179999999999996,0.09592329568960835,0.25991443220699567,11.9,1.07576
1.5,0.09040000000000001,0.061869999999999994,0.09592329568960835,0.26145032194875045,11.9,1.07576
1.52,0.08927,0.059179999999999996,0.09592329568960835,0.2645221014322604,11.9,1.062313
1.54,0.08927,0.061869999999999994,0.09592329568960835,0.2675938809157704,11.9,1.062313
1.56,0.08927,0.061869999999999994,0.09592329568960835,0.26912977065752547,11.9,1.062313
1.58,0.08927,0.061869999999999994,0.09592329568960835,0.2706656603992807,11.9,1.062313
1.6,0.08814,0.059179999999999996,0.09592329568960835,0.2737374398827907,11.9,1.048866
1.62,0.08814,0.061869999999999994,0.09592329568960835,0.2752733296245454,11.9,1.048866
1.6400000000000001,0.08814,0.061869999999999994,0.09592329568960835,0.2768092193663007,11.9,1.048866
1.6600000000000001,0.08701,0.06456,0.09592329568960835,0.2783451091080555,11.9,1.035419
1.68,0.08701,0.06456,0.07194247176720626,0.2798809988498102,11.9,1.035419
1.7,0.08701,0.06456,0.07194247176720626,0.2829527783333207,11.9,1.035419
1.72,0.08588000000000001,0.06725,0.07194247176720626,0.28448866807507567,11.9,1.021972
1.74,0.08588000000000001,0.06725,0.07194247176720626,0.2860245578168307,11.9,1.021972
1.76,0.08474999999999999,0.06725,0.07194247176720626,0.28756044755858573,11.9,1.008525
1.78,0.08474999999999999,0.06725,0.07194247176720626,0.28909633730034046,11.9,1.008525
1.8,0.08474999999999999,0.06994,0.07194247176720626,0.2906322270420955,11.9,1.008525
1.82,0.08362,0.07263,0.07194247176720626,0.2906322270420955,11.9,0.995078
1.84,0.08362,0.06994,0.07194247176720626,0.2937040065256058,11.9,0.995078
1.86,0.08249000000000001,0.07263,0.047961647844804174,0.2937040065256058,11.9,0.9816310000000001
1.8800000000000001,0.08249000000000001,0.07263,0.047961647844804174,0.2937040065256058,11.9,0.9816310000000001
1.9000000000000001,0.08136000000000002,0.07263,0.047961647844804174,0.29523989626736097,11.9,0.9681840000000003
1.92,0.08136000000000002,0.07801000000000001,0.047961647844804174,0.29523989626736097,11.9,0.9681840000000003
1.94,0.08023,0.07801000000000001,0.023980823922402087,0.2967757860091157,11.9,0.954737
1.96,0.0791,0.07263,0.023980823922402087,0.2967757860091157,11.9,0.9412900000000001
1.98,0.0791,0.07801000000000001,0.023980823922402087,0.298311675750871,11.9,0.9412900000000001
2.0,0.07797000000000001,0.07801000000000001,0.023980823922402087,0.29984756549262576,11.9,0.9278430000000002
2.02,0.07797000000000001,0.07801000000000001,0.023980823922402087,0.3013834552343809,11.9,0.9278430000000002
2.04,0.07684,0.07801000000000001,0.023980823922402087,0.3013834552343809,11.9,0.9143960000000001
2.06,0.07571,0.07801000000000001,0.023980823922402087,0.3013834552343809,11.9,0.900949
2.08,0.07571,0.08339,0.023980823922402087,0.3013834552343809,11.9,0.900949
2.1,0.07571,0.08339,0.023980823922402087,0.3013834552343809,11.9,0.900949
2.12,0.07345,0.08339,0.0,0.3013834552343809,11.9,0.874055
2.14,0.07232,0.08339,0.0,0.3013834552343809,11.9,0.8606079999999999
2.16,0.07232,0.08339,0.0,0.3013834552343809,11.9,0.8606079999999999
2.18,0.07119,0.08339,0.0,0.3013834552343809,11.9,0.847161
2.2,0.07006,0.08070000000000001,0.0,0.3013834552343809,11.9,0.833714
2.22,0.06892999999999999,0.08070000000000001,0.0,0.3013834552343809,11.9,0.820267
2.24,0.0678,0.07801000000000001,0.0,0.3013834552343809,11.9,0.80682
2.2600000000000002,0.0678,0.07801000000000001,0.0,0.3013834552343809,11.9,0.80682
2.2800000000000002,0.06667,0.07801000000000001,0.0,0.3013834552343809,11.9,0.793373
2.3000000000000003,0.06554,0.07263,0.0,0.3013834552343809,11.9,0.779926
2.32,0.06441,0.07263,0.0,0.3013834552343809,11.9,0.7664789999999999
2.34,0.06328,0.07263,0.0,0.3013834552343809,11.9,0.753032
2.36,0.06215,0.07263,0.0,0.3013834552343809,11.9,0.7395849999999999
2.38,0.061020000000000005,0.06994,0.0,0.3013834552343809,11.9,0.7261380000000001
2.4,0.05989,0.06725,0.0,0.3013834552343809,11.9,0.712691
2.42,0.05876000000000001,0.06725,0.0,0.3013834552343809,11.9,0.6992440000000001
2.44,0.05763,0.06456,0.0,0.3013834552343809,11.9,0.685797
2.46,0.0565,0.06456,0.0,0.3013834552343809,11.9,0.67235
2.48,0.05537,0.061869999999999994,0.0,0.3013834552343809,11.9,0.658903
2.5,0.054240000000000003,0.061869999999999994,0.0,0.3013834552343809,11.9,0.645456
2.52,0.05311,0.059179999999999996,0.0,0.3013834552343809,11.9,0.632009
2.54,0.05085,0.05649,0.0,0.3013834552343809,11.9,0.605115
2.56,0.04972000000000001,0.0538,0.0,0.3013834552343809,11.9,0.5916680000000001
2.58,0.04859,0.0538,0.0,0.3013834552343809,11.9,0.578221
2.6,0.04746,0.05111,0.0,0.3013834552343809,11.9,0.564774
2.62,0.04633,0.048420000000000005,0.0,0.3013834552343809,11.9,0.551327
2.64,0.04407,0.04573,0.0,0.3013834552343809,11.9,0.524433
2.66,0.042940000000000006,0.04573,0.0,0.3013834552343809,11.9,0.510986
2.68,0.04181,0.04304,0.0,0.3013834552343809,11.9,0.497539
2.7,0.03955,0.040350000000000004,0.0,0.3013834552343809,11.9,0.47064500000000004
2.72,0.03842,0.03497,0.0,0.3013834552343809,11.9,0.45719800000000005
2.74,0.037290000000000004,0.03497,0.0,0.3013834552343809,11.9,0.44375100000000006
2.7600000000000002,0.03503,0.03497,0.0,0.3013834552343809,11.9,0.416857
2.7800000000000002,0.0339,0.03228,0.0,0.3013834552343809,11.9,0.40341
2.8000000000000003,0.03277,0.03228,0.0,0.3013834552343809,11.9,0.389963
2.82,0.030510000000000002,0.029589999999999998,0.0,0.3013834552343809,11.9,0.36306900000000003
2.84,0.029380000000000003,0.0269,0.0,0.3013834552343809,11.9,0.34962200000000004
2.86,0.027120000000000002,0.024210000000000002,0.0,0.3013834552343809,11.9,0.322728
2.88,0.025990000000000003,0.02152,0.0,0.3013834552343809,11.9,0.30928100000000003
2.9,0.02373,0.02152,0.0,0.3013834552343809,11.9,0.282387
2.92,0.022600000000000002,0.02152,0.0,0.3013834552343809,11.9,0.26894
2.94,0.020340000000000004,0.01614,0.0,0.3013834552343809,11.9,0.24204600000000007
2.96,0.01808,0.01614,0.0,0.3013834552343809,11.9,0.21515199999999998
2.98,0.01695,0.01345,0.0,0.3013834552343809,11.9,0.201705
3.0,0.014690000000000002,0.01076,0.0,0.3013834552343809,11.9,0.17481100000000002
3.02,0.013560000000000001,0.01076,0.0,0.29984756549262576,11.9,0.161364
3.04,0.011300000000000001,0.01076,0.0,0.29984756549262576,11.9,0.13447
3.06,0.00904,0.01076,0.0,0.29984756549262576,11.9,0.10757599999999999
3.08,0.00791,0.01076,0.0,0.298311675750871,11.9,0.094129
3.1,0.0056500000000000005,0.00807,0.0,0.2967757860091157,11.9,0.067235
3.12,0.0033900000000000002,0.00807,-0.023980823922402087,0.2967757860091157,11.9,0.040341
3.14,0.00113,0.01076,-0.023980823922402087,0.29523989626736097,11.9,0.013446999999999999
3.16,0.0,0.01076,-0.023980823922402087,0.29523989626736097,11.9,0.0
3.18,-0.00226,0.01076,-0.047961647844804174,0.29216811678385046,11.9,-0.026893999999999998
3.2,-0.00452,0.01076,-0.047961647844804174,0.29216811678385046,11.9,-0.053787999999999996
3.22,-0.0056500000000000005,0.00807,-0.047961647844804174,0.28909633730034046,11.9,-0.067235
3.24,-0.00791,0.01076,-0.047961647844804174,0.28909633730034046,11.9,-0.094129
3.2600000000000002,-0.010170000000000002,0.01345,-0.07194247176720626,0.2860245578168307,11.9,-0.12102300000000003
3.2800000000000002,-0.012430000000000002,0.01614,-0.07194247176720626,0.28448866807507567,11.9,-0.14791700000000002
3.3000000000000003,-0.014690000000000002,0.01614,-0.07194247176720626,0.2829527783333207,11.9,-0.17481100000000002
3.3200000000000003,-0.01582,0.01614,-0.09592329568960835,0.2798809988498102,11.9,-0.188258
3.34,-0.01808,0.01614,-0.09592329568960835,0.2768092193663007,11.9,-0.21515199999999998
3.36,-0.020340000000000004,0.01614,-0.09592329568960835,0.2737374398827907,11.9,-0.24204600000000007
3.38,-0.022600000000000002,0.01614,-0.11990411961201045,0.2737374398827907,11.9,-0.26894
3.4,-0.024860000000000004,0.01614,-0.11990411961201045,0.26912977065752547,11.9,-0.29583400000000004
3.42,-0.027120000000000002,0.01614,-0.11990411961201045,0.26605799117401546,11.9,-0.322728
3.44,-0.02825,0.01614,-0.14388494353441253,0.2629862116905054,11.9,-0.336175
3.46,-0.030510000000000002,0.01614,-0.14388494353441253,0.25991443220699567,11.9,-0.36306900000000003
3.48,-0.03277,0.01614,-0.14388494353441253,0.25684265272348566,11.9,-0.389963
3.5,-0.03503,0.01614,-0.14388494353441253,0.2537708732399752,11.9,-0.416857
3.52,-0.037290000000000004,0.01345,-0.14388494353441253,0.24916320401471043,11.9,-0.44375100000000006
3.54,-0.03842,0.01614,-0.1678657674568146,0.24609142453120042,11.9,-0.45719800000000005
3.56,-0.04068000000000001,0.01614,-0.1678657674568146,0.2414837553059354,11.9,-0.48409200000000013
3.58,-0.042940000000000006,0.01614,-0.1678657674568146,0.23841197582242538,11.9,-0.510986
3.6,-0.045200000000000004,0.01614,-0.1678657674568146,0.23380430659716056,11.9,-0.53788
3.62,-0.04746,0.01614,-0.1678657674568146,0.2291966373718951,11.9,-0.564774
3.64,-0.04859,0.01614,-0.1918465913792167,0.22612485788838513,11.9,-0.578221
3.66,-0.05085,0.01614,-0.1918465913792167,0.22151718866312037,11.9,-0.605115
3.68,-0.05311,0.01345,-0.21582741530161878,0.21844540917961036,11.9,-0.632009
3.7,-0.05537,0.01345,-0.21582741530161878,0.21383773995434513,11.9,-0.658903
3.72,-0.0565,0.01076,-0.21582741530161878,0.20923007072908034,11.9,-0.67235
3.74,-0.05876000000000001,0.00807,-0.21582741530161878,0.2046224015038151,11.9,-0.6992440000000001
3.7600000000000002,-0.061020000000000005,0.00807,-0.21582741530161878,0.19847884253679532,11.9,-0.7261380000000001
3.7800000000000002,-0.06215,0.00807,-0.21582741530161878,0.19387117331153006,11.9,-0.7395849999999999
3.8000000000000003,-0.06441,0.00807,-0.2398082392240209,0.18926350408626486,11.9,-0.7664789999999999
3.8200000000000003,-0.06667,0.00807,-0.2398082392240209,0.18311994511924506,11.9,-0.793373
3.84,-0.0678,0.00807,-0.2398082392240209,0.1785122758939798,11.9,-0.80682
3.86,-0.07006,0.00538,-0.2398082392240209,0.17390460666871504,11.9,-0.833714
3.88,-0.07119,0.00538,-0.2398082392240209,0.16776104770169503,11.9,-0.847161
3.9,-0.07345,0.00269,-0.263789063146423,0.16315337847642977,11.9,-0.874055
3.92,-0.07458000000000001,0.00269,-0.263789063146423,0.15700981950940998,11.9,-0.8875020000000001
3.94,-0.07684,0.00269,-0.263789063146423,0.15086626054238955,11.9,-0.9143960000000001
3.96,-0.07797000000000001,0.00269,-0.263789063146423,0.14472270157536973,11.9,-0.9278430000000002
3.98,-0.08023,0.00269,-0.263789063146423,0.1401150323501045,11.9,-0.954737
