time,acc_sim,pos_sim,vel_sim,input_V,input_tau,tau_grav
0.0,-0.002544885260952694,0.0,0.0,0.0,0.0,-4.7243017681320324e-5
9.999999999999999e-5,-0.002544884759373113,-1.272442588678065e-11,-2.5448850937598627e-7,0.0,0.0,-4.724300837004277e-5
0.0010999999999999998,-0.0025448245700469474,-1.5396494631956777e-9,-2.799351533680468e-6,0.0,0.0,-4.724189102088605e-5
0.011099999999999997,-0.002538707797934354,-1.5671421416603502e-7,-2.8225366082781332e-5,0.0,0.0,-4.7128339821740964e-5
0.021099999999999997,0.38364030382500003,2.222576030458069e-6,0.0015441831152410148,0.00269,0.007170733000000001,0.007121863580634133
0.028898806773598944,0.38270598673501965,2.5924987239014067e-5,0.004533073614665966,0.00269,0.007170733000000001,0.007104519003462359
0.03889880677359894,0.38016624400041626,9.035496243813293e-5,0.00834868823724244,0.00269,0.007170733000000001,0.0070573714511707655
0.048898806773598945,2.3044209472137505,0.00027070859902736876,0.02957301400460711,0.01614,0.043024398000000005,0.04277906011120863
0.05615574940107694,2.2935727764497322,0.000545912633958407,0.046259589086886585,0.01614,0.043024398000000005,0.042577675659391474
0.06615574940107694,3.429319537506485,0.0011312103996201095,0.07388227682798261,0.024210000000000002,0.06453659700000001,0.06366157485806104
0.07290840502772111,3.4065779142825003,0.0017081364887519602,0.09696596521372608,0.024210000000000002,0.06453659700000001,0.06323940144043888
0.08290840502772111,4.906320105449668,0.0028585851843012633,0.13720921129218355,0.03497,0.09321952900000001,0.09108047857733446
0.08944669000326104,4.866834012000282,0.0038603020066532135,0.16916353190756184,0.03497,0.09321952900000001,0.09034746234292187
0.09944669000326103,4.790607700616368,0.005794087966354767,0.21746660774069887,0.03497,0.09321952900000001,0.08893240405650471
0.10944669000326103,6.238139232916003,0.008269112981634677,0.2788660447363864,0.04573,0.121902461,0.11580424728809302
0.11716469353934952,6.146013902382681,0.010606319018223178,0.3266658653342555,0.04573,0.121902461,0.11409404106148537
0.12716469353934953,7.162246851352278,0.014223810396328319,0.39779129953755166,0.0538,0.14341466,0.1329592967620658
0.13492038777067647,7.032209720704841,0.017523104047309085,0.45284610484472987,0.0538,0.14341466,0.13054529933881648
0.14492038777067648,7.9984931568683395,0.022408450889396074,0.527023118434854,0.061869999999999994,0.164926859,0.14848329684317138
0.15201414139401467,7.843287266762767,0.02634700173019422,0.5832212403204976,0.061869999999999994,0.164926859,0.1456020688668037
0.16201414139401468,8.756682837047448,0.03257578511968667,0.6652471397420691,0.06994,0.18643905800000002,0.1625582608567109
0.16919448367860218,8.559680632757688,0.03757656773874034,0.7274263519644626,0.06994,0.18643905800000002,0.1589011299190921
0.1791944836786022,8.256524017643862,0.045273900483346625,0.8115349012452022,0.06994,0.18643905800000002,0.1532733581889552
0.1891944836786022,9.463621833101321,0.05385895134590914,0.9064021702840811,0.08070000000000001,0.21512199000000004,0.17568181184843046
0.19735622783794898,9.160222679270202,0.06156867817102935,0.9824202125660323,0.08070000000000001,0.21512199000000004,0.17004953765168507
0.207356227837949,9.913094373853028,0.07189008013142077,1.0823801002241353,0.08877,0.23663418900000002,0.1840257790660532
0.2155570212668405,9.551280919130123,0.08109581445558815,1.1622091709697038,0.08877,0.23663418900000002,0.17730910711974518
0.22555702126684052,9.84877573277493,0.09319328349719366,1.2585733401602128,0.09415,0.250975655,0.18283177368423356
0.2334880053185157,9.445227590865313,0.10348058594461189,1.3350990216059797,0.09415,0.250975655,0.17534034281463007
0.24348800531851572,10.062496949394587,0.11730332864215184,1.4316676357948346,0.10222,0.27248785400000003,0.1867992748405945
0.2510591736250053,9.627327076322349,0.1284270233554285,1.5062186766811574,0.10222,0.27248785400000003,0.17872082104019274
0.2610591736250053,9.793023503037691,0.1439661892323679,1.6026835170387153,0.1076,0.28682932,0.18179679438058383
0.2691491847092274,9.275454420903014,0.1572468028803863,1.6798313111942929,0.1076,0.28682932,0.17218868918473712
0.2791491847092274,8.604790421898285,0.17449784821238154,1.7692598953412553,0.1076,0.28682932,0.1597385439269724
0.2891491847092274,9.059889389363448,0.19265586402181165,1.862288007988283,0.11567,0.308341519,0.16818695961651065
0.2981442489343494,8.399094729154342,0.2097649609906607,1.9408290751945398,0.11567,0.308341519,0.15592002786325185
0.3081442489343494,8.793843941588607,0.22962639512081306,2.0313807384022176,0.12373999999999999,0.329853718,0.16324811620926158
0.31678712754202776,8.10913595046388,0.2475033611963019,2.104441215718373,0.12373999999999999,0.329853718,0.15053725956374925
0.32678712754202777,7.292188406764822,0.26893971795992444,2.181468446809554,0.12373999999999999,0.329853718,0.1353715199353789
0.3367871275420278,6.4525239755774395,0.29110510421342806,2.250209249340851,0.12373999999999999,0.329853718,0.11978406608132533
0.3467871275420278,7.137033492164195,0.3139766263927215,2.3242561422848818,0.1345,0.35853665000000007,0.13249123826363188
0.3551962435071743,6.397575264190634,0.3337652307406458,2.3811722802853597,0.1345,0.35853665000000007,0.118764003218986
0.36519624350717433,5.503249446058821,0.357881987071291,2.440688320085724,0.1345,0.35853665000000007,0.10216182036731364
0.37519624350717434,4.596832581195536,0.38254896758629103,2.491196965332585,0.1345,0.35853665000000007,0.0853351804278169
0.38519624350717435,2.910392116367903,0.4076699908729191,2.5294039150197265,0.12912,0.34419518400000004,0.05402825358093816
0.3936385983522363,2.137880490860454,0.4291186540026198,2.550712943826208,0.12912,0.34419518400000004,0.03968741828166361
0.4036385983522363,-0.3188949103464245,0.4547063026305088,2.5611362078626314,0.11835999999999999,0.315512252,-0.005919936006206938
