timestamp,DXL_PWM,DXL_Current,ω(t),θ(t),DXL_Input_Voltage,U
117.26,-0.012430000000000002,0.0,0.047961647844804174,0.08307767239493008,11.9,-0.14791700000000002
117.28,-0.00791,0.00269,0.0,0.08154178265317484,11.9,-0.094129
117.3,0.00452,0.00269,-0.023980823922402087,0.08154178265317484,11.9,0.053787999999999996
117.32000000000001,0.021470000000000003,0.01345,-0.023980823922402087,0.08000589291142006,11.9,0.255493
117.34,0.04181,0.029589999999999998,-0.023980823922402087,0.08000589291142006,11.9,0.497539
117.36,0.06328,0.040350000000000004,0.0,0.08154178265317484,11.9,0.753032
117.38,0.08249000000000001,0.048420000000000005,0.0,0.08307767239493008,11.9,0.9816310000000001
117.4,0.09605000000000001,0.048420000000000005,0.047961647844804174,0.08614945187844007,11.9,1.1429950000000002
117.42,0.1017,0.04304,0.07194247176720626,0.0892212313619501,11.9,1.21023
117.44,0.10057,0.029589999999999998,0.11990411961201045,0.09382890058721534,11.9,1.1967830000000002
117.46000000000001,0.09153,0.01614,0.14388494353441253,0.0984365698124801,11.9,1.089207
117.48,0.07684,0.00538,0.1918465913792167,0.10304423903774508,11.9,0.9143960000000001
117.5,0.05763,0.0,0.21582741530161878,0.10765190826301031,11.9,0.685797
117.52,0.03616,-0.00538,0.1918465913792167,0.1091877980047651,11.9,0.43030399999999996
117.54,0.01695,-0.00538,0.1678657674568146,0.11225957748827511,11.9,0.201705
117.56,0.00113,-0.00269,0.11990411961201045,0.11379546723003037,11.9,0.013446999999999999
117.58,-0.00791,0.0,0.07194247176720626,0.11225957748827511,11.9,-0.094129
117.60000000000001,-0.010170000000000002,0.0,0.023980823922402087,0.11225957748827511,11.9,-0.12102300000000003
117.62,-0.00452,0.00538,0.0,0.1091877980047651,11.9,-0.053787999999999996
117.64,0.00791,0.00538,-0.023980823922402087,0.1091877980047651,11.9,0.094129
117.66,0.025990000000000003,0.01614,-0.023980823922402087,0.1091877980047651,11.9,0.30928100000000003
117.68,0.04633,0.03497,-0.023980823922402087,0.1091877980047651,11.9,0.551327
117.7,0.06554,0.04304,0.0,0.1091877980047651,11.9,0.779926
117.72,0.08136000000000002,0.048420000000000005,0.0,0.11072368774651989,11.9,0.9681840000000003
117.74000000000001,0.09153,0.048420000000000005,0.023980823922402087,0.11379546723003037,11.9,1.089207
117.76,0.09379,0.03497,0.07194247176720626,0.11686724671354036,11.9,1.116101
117.78,0.08814,0.0269,0.11990411961201045,0.11993902619705017,11.9,1.048866
117.8,0.07684,0.01614,0.14388494353441253,0.12454669542231514,11.9,0.9143960000000001
117.82000000000001,0.05763,0.0,0.1678657674568146,0.1291543646475806,11.9,0.685797
117.84,0.03616,0.0,0.1678657674568146,0.1306902543893354,11.9,0.43030399999999996
117.86,0.014690000000000002,-0.00269,0.14388494353441253,0.13222614413109018,11.9,0.17481100000000002
117.88,-0.0056500000000000005,0.0,0.11990411961201045,0.13222614413109018,11.9,-0.067235
117.9,-0.020340000000000004,-0.00269,0.047961647844804174,0.13222614413109018,11.9,-0.24204600000000007
117.92,-0.02825,0.0,0.0,0.13222614413109018,11.9,-0.336175
117.94,-0.02825,0.0,0.0,0.1291543646475806,11.9,-0.336175
117.96000000000001,-0.021470000000000003,0.00807,-0.047961647844804174,0.12608258516407017,11.9,-0.255493
117.98,-0.00791,0.00807,-0.07194247176720626,0.12454669542231514,11.9,-0.094129
118.0,0.00904,0.01614,-0.09592329568960835,0.12301080568056015,11.9,0.10757599999999999
118.02,0.02825,0.029589999999999998,-0.09592329568960835,0.12147491593880513,11.9,0.336175
118.04,0.045200000000000004,0.03497,-0.07194247176720626,0.12147491593880513,11.9,0.53788
118.06,0.05876000000000001,0.03497,-0.023980823922402087,0.12301080568056015,11.9,0.6992440000000001
118.08,0.06554,0.03228,0.0,0.12454669542231514,11.9,0.779926
118.10000000000001,0.06554,0.03497,0.023980823922402087,0.12608258516407017,11.9,0.779926
118.12,0.0565,0.024210000000000002,0.047961647844804174,0.12761847490582537,11.9,0.67235
118.14,0.04068000000000001,0.01076,0.07194247176720626,0.1291543646475806,11.9,0.48409200000000013
118.16,0.020340000000000004,0.0,0.07194247176720626,0.1306902543893354,11.9,0.24204600000000007
118.18,-0.00226,0.0,0.07194247176720626,0.13222614413109018,11.9,-0.026893999999999998
118.2,-0.024860000000000004,-0.00538,0.047961647844804174,0.1306902543893354,11.9,-0.29583400000000004
118.22,-0.04407,-0.00269,0.0,0.1291543646475806,11.9,-0.524433
