time,q1_l,q1_r,q2_l,q2_r
0.0,0.0,0.0,0.0,0.0
0.02,1.2566039883352607,1.2566039883352607,1.2566039883352607,1.2566039883352607
0.04,2.513009544333748,2.513009544333748,2.513009544333748,2.513009544333748
0.06,3.769018266993454,3.769018266993454,3.769018266993454,3.769018266993454
0.08,5.024431817976955,5.024431817976955,5.024431817976955,5.024431817976955
0.1,6.279051952931337,6.279051952931337,6.279051952931337,6.279051952931337
0.12,7.5326805527932725,7.5326805527932725,7.5326805527932725,7.5326805527932725
0.14,8.785119655074318,8.785119655074318,8.785119655074318,8.785119655074318
0.16,10.03617148512149,10.03617148512149,10.03617148512149,10.03617148512149
0.18,11.285638487348168,11.285638487348168,11.285638487348168,11.285638487348168
0.2,12.533323356430426,12.533323356430426,12.533323356430426,12.533323356430426
0.22,13.779029068463808,13.779029068463808,13.779029068463808,13.779029068463808
0.24,15.022558912075706,15.022558912075706,15.022558912075706,15.022558912075706
0.26,16.26371651948836,16.26371651948836,16.26371651948836,16.26371651948836
0.28,17.502305897527606,17.502305897527606,17.502305897527606,17.502305897527606
0.3,18.73813145857246,18.73813145857246,18.73813145857246,18.73813145857246
0.32,19.970998051440702,19.970998051440702,19.970998051440702,19.970998051440702
0.34,21.200710992205465,21.200710992205465,21.200710992205465,21.200710992205465
0.36,22.427076094938116,22.427076094938116,22.427076094938116,22.427076094938116
0.38,23.64989970237247,23.64989970237247,23.64989970237247,23.64989970237247
0.4,24.86898871648548,24.86898871648548,24.86898871648548,24.86898871648548
0.42,26.084150628989693,26.084150628989693,26.084150628989693,26.084150628989693
0.44,27.29519355173252,27.29519355173252,27.29519355173252,27.29519355173252
0.46,28.501926246997613,28.501926246997613,28.501926246997613,28.501926246997613
0.48,29.704158157703493,29.704158157703493,29.704158157703493,29.704158157703493
0.5,30.901699437494738,30.901699437494738,30.901699437494738,30.901699437494738
0.52,32.09436098072095,32.09436098072095,32.09436098072095,32.09436098072095
0.54,33.28195445229867,33.28195445229867,33.28195445229867,33.28195445229867
0.56,34.46429231745171,34.46429231745171,34.46429231745171,34.46429231745171
0.58,35.64118787132507,35.64118787132507,35.64118787132507,35.64118787132507
0.6,36.812455268467794,36.812455268467794,36.812455268467794,36.812455268467794
0.62,37.97790955218011,37.97790955218011,37.97790955218011,37.97790955218011
0.64,39.137366683720245,39.137366683720245,39.137366683720245,39.137366683720245
0.66,40.29064357136626,40.29064357136626,40.29064357136626,40.29064357136626
0.68,41.43755809932841,41.43755809932841,41.43755809932841,41.43755809932841
0.7000000000000001,42.577929156507274,42.577929156507274,42.577929156507274,42.577929156507274
0.72,43.71157666509329,43.71157666509329,43.71157666509329,43.71157666509329
0.74,44.83832160900322,44.83832160900322,44.83832160900322,44.83832160900322
0.76,45.957986062148784,45.957986062148784,45.957986062148784,45.957986062148784
0.78,47.070393216533255,47.070393216533255,47.070393216533255,47.070393216533255
0.8,48.17536741017153,48.17536741017153,48.17536741017153,48.17536741017153
0.8200000000000001,49.27273415482916,49.27273415482916,49.27273415482916,49.27273415482916
0.84,50.36232016357608,50.36232016357608,50.36232016357608,50.36232016357608
0.86,51.44395337815064,51.44395337815064,51.44395337815064,51.44395337815064
0.88,52.517462996129574,52.517462996129574,52.517462996129574,52.517462996129574
0.9,53.58267949789967,53.58267949789967,53.58267949789967,53.58267949789967
0.92,54.63943467342691,54.63943467342691,54.63943467342691,54.63943467342691
0.9400000000000001,55.68756164881879,55.68756164881879,55.68756164881879,55.68756164881879
0.96,56.726894912675654,56.726894912675654,56.726894912675654,56.726894912675654
0.98,57.75727034222676,57.75727034222676,57.75727034222676,57.75727034222676
1.0,58.778525229247315,58.778525229247315,58.778525229247315,58.778525229247315
1.02,59.79049830575188,59.79049830575188,59.79049830575188,59.79049830575188
1.04,60.79302976946054,60.79302976946054,60.79302976946054,60.79302976946054
1.06,61.78596130903343,61.78596130903343,61.78596130903343,61.78596130903343
1.08,62.769136129070056,62.769136129070056,62.769136129070056,62.769136129070056
1.1,63.742398974868976,63.742398974868976,63.742398974868976,63.742398974868976
1.12,64.70559615694444,64.70559615694444,64.70559615694444,64.70559615694444
1.1400000000000001,65.65857557529566,65.65857557529566,65.65857557529566,65.65857557529566
1.16,66.60118674342516,66.60118674342516,66.60118674342516,66.60118674342516
1.18,67.53328081210243,67.53328081210243,67.53328081210243,67.53328081210243
1.2,68.45471059286886,68.45471059286886,68.45471059286886,68.45471059286886
1.22,69.36533058128049,69.36533058128049,69.36533058128049,69.36533058128049
1.24,70.26499697988491,70.26499697988491,70.26499697988491,70.26499697988491
1.26,71.15356772092854,71.15356772092854,71.15356772092854,71.15356772092854
1.28,72.03090248879069,72.03090248879069,72.03090248879069,72.03090248879069
1.3,72.89686274214115,72.89686274214115,72.89686274214115,72.89686274214115
1.32,73.7513117358174,73.7513117358174,73.7513117358174,73.7513117358174
1.34,74.59411454241821,74.59411454241821,74.59411454241821,74.59411454241821
1.36,75.42513807361037,75.42513807361037,75.42513807361037,75.42513807361037
1.3800000000000001,76.24425110114478,76.24425110114478,76.24425110114478,76.24425110114478
1.4000000000000001,77.05132427757893,77.05132427757893,77.05132427757893,77.05132427757893
1.42,77.84623015670233,77.84623015670233,77.84623015670233,77.84623015670233
1.44,78.6288432136619,78.6288432136619,78.6288432136619,78.6288432136619
1.46,79.39903986478353,79.39903986478353,79.39903986478353,79.39903986478353
1.48,80.15669848708765,80.15669848708765,80.15669848708765,80.15669848708765
1.5,80.90169943749474,80.90169943749474,80.90169943749474,80.90169943749474
1.52,81.6339250717184,81.6339250717184,81.6339250717184,81.6339250717184
1.54,82.35325976284274,82.35325976284274,82.35325976284274,82.35325976284274
1.56,83.05958991958126,83.05958991958126,83.05958991958126,83.05958991958126
1.58,83.75280400421417,83.75280400421417,83.75280400421417,83.75280400421417
1.6,84.43279255020151,84.43279255020151,84.43279255020151,84.43279255020151
1.62,85.09944817946918,85.09944817946918,85.09944817946918,85.09944817946918
1.6400000000000001,85.75266561936523,85.75266561936523,85.75266561936523,85.75266561936523
1.6600000000000001,86.39234171928354,86.39234171928354,86.39234171928354,86.39234171928354
1.68,87.01837546695256,87.01837546695256,87.01837546695256,87.01837546695256
1.7,87.63066800438637,87.63066800438637,87.63066800438637,87.63066800438637
1.72,88.22912264349533,88.22912264349533,88.22912264349533,88.22912264349533
1.74,88.81364488135445,88.81364488135445,88.81364488135445,88.81364488135445
1.76,89.38414241512638,89.38414241512638,89.38414241512638,89.38414241512638
