Column1,Column2,Column3,Column4,Column5
0.0,0.0,0.0,0.0,0.0
0.005,27.766666666666666,-5.454166666666667,27.766666666666666,-5.454166666666667
0.01,55.53333333333333,-10.908333333333333,55.53333333333333,-10.908333333333333
0.015,83.3,-16.3625,83.3,-16.3625
0.02,111.06666666666666,-21.816666666666666,111.06666666666666,-21.816666666666666
0.025,137.09791666666666,-39.170833333333334,137.09791666666666,-39.170833333333334
0.03,163.12916666666666,-56.525000000000006,163.12916666666666,-56.525000000000006
0.035,189.16041666666666,-73.87916666666666,189.16041666666666,-73.87916666666666
0.04,215.19166666666666,-91.23333333333333,215.19166666666666,-91.23333333333333
0.045,229.32291666666666,-91.23333333333333,229.32291666666666,-91.23333333333333
0.05,243.45416666666665,-91.23333333333333,243.45416666666665,-91.23333333333333
0.055,257.5854166666667,-91.23333333333333,257.5854166666667,-91.23333333333333
0.06,271.7166666666667,-91.23333333333333,271.7166666666667,-91.23333333333333
0.065,278.02916666666664,-110.32291666666667,278.02916666666664,-110.32291666666667
0.07,284.34166666666664,-129.4125,284.34166666666664,-129.4125
0.075,290.65416666666664,-148.50208333333336,290.65416666666664,-148.50208333333336
0.08,296.9666666666666,-167.59166666666667,296.9666666666666,-167.59166666666667
0.085,298.68749999999994,-175.84375,298.68749999999994,-175.84375
0.09,300.4083333333333,-184.09583333333336,300.4083333333333,-184.09583333333336
0.095,302.1291666666667,-192.34791666666666,302.1291666666667,-192.34791666666666
0.1,303.85,-200.6,303.85,-200.6
0.105,302.1291666666667,-204.04166666666666,302.1291666666667,-204.04166666666666
0.11,300.4083333333333,-207.48333333333335,300.4083333333333,-207.48333333333335
0.115,298.68749999999994,-210.925,298.68749999999994,-210.925
0.12,296.9666666666666,-214.36666666666667,296.9666666666666,-214.36666666666667
0.125,295.2458333333333,-216.0875,295.2458333333333,-216.0875
0.13,293.525,-217.80833333333334,293.525,-217.80833333333334
0.135,291.8041666666667,-219.5291666666667,291.8041666666667,-219.5291666666667
0.14,290.08333333333337,-221.25000000000003,290.08333333333337,-221.25000000000003
0.145,286.6416666666667,-223.2166666666667,286.6416666666667,-223.2166666666667
0.15,283.2,-225.18333333333334,283.2,-225.18333333333334
0.155,279.7583333333333,-227.15000000000003,279.7583333333333,-227.15000000000003
0.16,276.31666666666666,-229.1166666666667,276.31666666666666,-229.1166666666667
0.165,276.31666666666666,-229.1166666666667,276.31666666666666,-229.1166666666667
0.17,276.31666666666666,-229.1166666666667,276.31666666666666,-229.1166666666667
0.175,276.31666666666666,-229.1166666666667,276.31666666666666,-229.1166666666667
0.18,276.31666666666666,-229.1166666666667,276.31666666666666,-229.1166666666667
0.185,276.31666666666666,-227.15000000000003,276.31666666666666,-227.15000000000003
0.19,276.31666666666666,-225.18333333333334,276.31666666666666,-225.18333333333334
0.195,276.31666666666666,-223.2166666666667,276.31666666666666,-223.2166666666667
0.2,276.31666666666666,-221.25000000000003,276.31666666666666,-221.25000000000003
0.205,276.31666666666666,-219.5291666666667,276.31666666666666,-219.5291666666667
0.21,276.31666666666666,-217.80833333333334,276.31666666666666,-217.80833333333334
0.215,276.31666666666666,-216.0875,276.31666666666666,-216.0875
0.22,276.31666666666666,-214.36666666666667,276.31666666666666,-214.36666666666667
0.225,274.5958333333333,-210.925,274.5958333333333,-210.925
0.23,272.875,-207.48333333333335,272.875,-207.48333333333335
0.235,271.15416666666664,-204.04166666666666,271.15416666666664,-204.04166666666666
