Time (s),Signal
0.45,0.18751546160934707
0.455,0.18959895532384166
0.46,0.1916824481356837
0.465,0.19376593999417893
0.47000000000000003,0.19584943084638068
0.47500000000000003,0.19793292063701548
0.48,0.2000164093084072
0.485,0.2020998968003996
0.49,0.20418338305027722
0.495,0.20626686799268443
0.5,0.20835035155954307
0.505,0.2104338336799683
0.51,0.21251731428018253
0.515,0.2146007932834279
0.52,0.21668427060987686
0.525,0.21876774617654102
0.53,0.22085121989717807
0.535,0.2229346916821972
0.54,0.2250181614385625
0.545,0.22710162906969428
0.55,0.2291850944753692
0.555,0.23126855755161785
0.56,0.23335201819062068
0.5650000000000001,0.2354354762806023
0.5700000000000001,0.2375189317057233
0.5750000000000001,0.2396023843459707
0.58,0.24168583407704594
0.585,0.2437692807702513
0.59,0.24585272429237398
0.595,0.24793616450556852
0.6,0.2500196012672369
0.605,0.2521030344299065
0.61,0.2541864638411067
0.615,0.25626988934324246
0.62,0.25835331077346624
0.625,0.260436727963548
0.63,0.2625201407397428
0.635,0.26460354892265614
0.64,0.2666869523271075
0.645,0.26877035076199135
0.65,0.27085374403013635
0.655,0.27293713192816166
0.66,0.2750205142463318
0.665,0.2771038907684087
0.67,0.2791872612715016
0.675,0.2812706255259152
0.68,0.2833539832949941
0.685,0.28543733433496693
0.6900000000000001,0.2875206783947861
0.6950000000000001,0.2896040152159668
0.7000000000000001,0.29168734453242257
0.705,0.2937706660702991
0.71,0.29585397954780535
0.715,0.29793728467504205
0.72,0.30002058115382835
0.725,0.30210386867752526
0.73,0.3041871469308574
0.735,0.30627041558973145
0.74,0.30835367432105276
0.745,0.310436922782539
0.75,0.31252016062253135
0.755,0.31460338747980354
0.76,0.31668660298336754
0.765,0.318769806752277
0.77,0.3208529983954286
0.775,0.3229361775113599
0.78,0.325019343688045
0.785,0.3271024965026878
0.79,0.3291856355215115
0.795,0.3312687602995467
0.8,0.33335187038041636
0.805,0.3354349652961171
0.81,0.3375180445667993
0.8150000000000001,0.33960110770054325
0.8200000000000001,0.34168415419313286
0.8250000000000001,0.3437671835278267
0.8300000000000001,0.34585019517512633
0.835,0.347933188592541
0.84,0.35001616322435064
0.845,0.35209911850136516
0.85,0.35418205384068074
0.855,0.3562649686454344
0.86,0.35834786230455395
0.865,0.3604307341925064
0.87,0.36251358366904235
0.875,0.3645964100789386
0.88,0.36667921275173626
0.885,0.3687619910014774
0.89,0.3708447441264373
0.895,0.3729274714088547
0.9,0.37501017211465826
0.905,0.37709284549319055
0.91,0.37917549077692825
0.915,0.38125810718119996
0.92,0.3833406939039003
0.925,0.38542325012520107
0.93,0.38750577500725947
0.935,0.3895882676939227
0.9400000000000001,0.3916707273104297
0.9450000000000001,0.3937531529631095
0.9500000000000001,0.3958355437390763
0.9550000000000001,0.39791789870592165
0.96,0.4000002169114028
0.965,0.40208249738312823
0.97,0.4041647391282396
0.975,0.4062469411330904
0.98,0.4083291023629218
0.985,0.41041122176153405
0.99,0.4124932982509555
0.995,0.41457533073110786
1.0,0.41665731807946804
1.0050000000000001,0.4187392591507267
1.01,0.4208211527764429
1.0150000000000001,0.4229029977646961
1.02,0.4249847928997339
1.025,0.427066536941617
1.03,0.42914822862585994
1.035,0.43122986666306884
1.04,0.43331144973857527
1.045,0.43539297651206693
1.05,0.4374744456172144
1.055,0.43955585566129457
1.06,0.44163720522481
1.065,0.4437184928611056
1.07,0.4457997170959805
1.075,0.4478808764272969
1.08,0.44996196932458565
1.085,0.452042994228647
1.09,0.45412394955114893
1.095,0.45620483367422043
1.1,0.4582856449500427
1.105,0.46036638170043453
1.11,0.46244704221643596
1.115,0.4645276247578868
1.12,0.4666081275530015
1.125,0.46868854879794114
1.1300000000000001,0.4707688866563801
1.135,0.4728491392590704
1.1400000000000001,0.4749293047034009
1.145,0.4770093810529534
1.1500000000000001,0.47908936633705446
1.155,0.4811692585503237
1.16,0.48324905565221765
1.165,0.4853287555665699
1.17,0.48740835618112727
1.175,0.48948785534708217
1.18,0.4915672508786007
1.185,0.4936465405523468
1.19,0.4957257221070023
1.195,0.4978047932427832
1.2,0.4998837516209518
1.205,0.5019625948633241
1.21,0.5040413205517743
1.215,0.5061199262277343
1.22,0.508198409391689
1.225,0.5102767675026687
1.23,0.5123549979777351
1.235,0.5144330981914655
1.24,0.5165110654754316
1.245,0.5185888971176734
1.25,0.520666590362171
1.2550000000000001,0.52274414240831
1.26,0.5248215504103438
1.2650000000000001,0.5268988114768516
1.27,0.5289759226701913
1.2750000000000001,0.5310528810059492
1.28,0.533129683452385
1.285,0.5352063269298717
1.29,0.5372828083103325
1.295,0.5393591244166721
1.3,0.5414352720222049
1.305,0.543511247850077
1.31,0.5455870485726858
1.315,0.5476626708110943
1.32,0.5497381111344399
1.325,0.5518133660593412
1.33,0.5538884320492976
1.335,0.5559633055140869
1.34,0.5580379828091564
1.345,0.5601124602350108
1.35,0.5621867340365951
1.355,0.5642608004026726
1.36,0.5663346554651993
1.365,0.5684082952986931
1.37,0.5704817159195977
1.375,0.5725549132856441
1.3800000000000001,0.5746278832952048
1.385,0.5767006217866456
1.3900000000000001,0.5787731245376715
1.395,0.5808453872646682
1.4000000000000001,0.5829174056220389
1.405,0.5849891752015376
1.41,0.5870606915315952
1.415,0.5891319500766434
1.42,0.5912029462364329
1.425,0.5932736753453459
1.43,0.595344132671706
1.435,0.5974143134170813
1.44,0.599484212715584
1.445,0.6015538256331646
1.45,0.6036231471669016
1.455,0.6056921722442864
1.46,0.6077608957225029
1.465,0.6098293123877033
1.47,0.6118974169542777
1.475,0.61396520406412
1.48,0.6160326682858885
1.485,0.6180998041142615
1.49,0.6201666059691877
1.495,0.6222330681951331
1.5,0.6242991850603211
1.5050000000000001,0.6263649507559688
1.51,0.6284303593955182
1.5150000000000001,0.6304954050138628
1.52,0.632560081566568
1.5250000000000001,0.6346243829290878
1.53,0.636688302895976
1.5350000000000001,0.6387518351800929
1.54,0.6408149734118054
1.545,0.6428777111381847
1.55,0.6449400418221964
1.555,0.647001958841887
1.56,0.6490634554895657
1.565,0.6511245249709791
1.57,0.6531851604044835
1.575,0.6552453548202102
1.58,0.6573051011592264
1.585,0.6593643922726912
1.59,0.6614232209210058
1.595,0.6634815797729595
1.6,0.6655394614048696
1.605,0.6675968582997172
1.61,0.6696537628462768
1.615,0.6717101673382416
1.62,0.6737660639733434
1.625,0.6758214448524669
1.6300000000000001,0.6778763019787591
1.635,0.6799306272567343
1.6400000000000001,0.6819844124913721
1.645,0.6840376493872125
1.6500000000000001,0.6860903295474434
1.655,0.6881424444729851
1.6600000000000001,0.6901939855615676
1.665,0.6922449441068045
1.67,0.69429531129726
1.675,0.696345078215512
1.68,0.698394235837209
1.685,0.7004427750301229
1.69,0.7024906865531941
1.695,0.7045379610555753
1.7,0.7065845890756656
1.705,0.7086305610401429
1.71,0.710675867262989
1.715,0.71272049794451
1.72,0.7147644431703515
1.725,0.7168076929105084
1.73,0.7188502370183294
1.735,0.720892065229516
1.74,0.7229331671611169
1.745,0.7249735323105159
1.75,0.7270131500544159
1.7550000000000001,0.7290520096478161
1.76,0.7310901002229856
1.7650000000000001,0.7331274107884294
1.77,0.7351639302278516
1.7750000000000001,0.7371996472991115
1.78,0.7392345506331748
1.7850000000000001,0.7412686287330599
1.79,0.7433018699727788
1.795,0.7453342625962716
1.8,0.7473657947163374
1.805,0.7493964543135582
1.81,0.751426229235219
1.815,0.7534551071942212
1.82,0.7554830757679916
1.825,0.7575101223973857
1.83,0.7595362343855857
1.835,0.7615613988969928
1.84,0.7635856029561154
1.845,0.7656088334464501
1.85,0.7676310771093594
1.855,0.7696523205429425
1.86,0.7716725502009014
1.865,0.7736917523914019
1.87,0.7757099132759288
1.875,0.7777270188681361
1.8800000000000001,0.7797430550326923
1.885,0.7817580074841188
1.8900000000000001,0.783771861785626
1.895,0.78578460334794
1.9000000000000001,0.787796217428128
1.905,0.7898066891284165
1.9100000000000001,0.7918160033950034
1.915,0.793824145016867
1.92,0.7958310986245684
1.925,0.7978368486890481
1.93,0.7998413795204194
1.935,0.8018446752667544
1.94,0.8038467199128658
1.945,0.8058474972790839
1.95,0.8078469910200271
1.955,0.809845184623369
1.96,0.8118420614085983
1.965,0.8138376045257751
1.97,0.8158317969542813
1.975,0.8178246215015664
1.98,0.8198160608018873
1.985,0.8218060973150435
1.99,0.8237947133251078
1.995,0.8257818909391504
2.0,0.8277676120859596
2.005,0.8297518585147562
2.0100000000000002,0.831734611793903
2.015,0.8337158533096103
2.02,0.8356955642646352
2.025,0.8376737256769762
2.0300000000000002,0.839650318378563
2.035,0.8416253230139416
2.04,0.8435987200389536
2.045,0.845570489719412
2.05,0.8475406121297694
2.055,0.8495090671517854
2.06,0.8514758344731849
2.065,0.8534408935863143
2.07,0.8554042237867922
2.075,0.8573658041721544
2.08,0.8593256136404958
2.085,0.8612836308891054
2.09,0.863239834413099
2.095,0.8651942025040449
2.1,0.8671467132485862
2.105,0.8690973445270587
2.11,0.8710460740121028
2.115,0.8729928791672721
2.12,0.8749377372456367
2.125,0.8768806252883825
2.13,0.8788215201234053
2.1350000000000002,0.8807603983639006
2.14,0.8826972364069497
2.145,0.8846320104320999
2.15,0.8865646963999418
2.1550000000000002,0.8884952700506811
2.16,0.8904237069027069
2.165,0.8923499822511545
2.17,0.8942740711664656
2.1750000000000003,0.896195948492943
2.18,0.8981155888473015
2.185,0.9000329666172139
2.19,0.9019480559598548
2.195,0.9038608308004383
2.2,0.9057712648307519
2.205,0.907679331507688
2.21,0.9095850040517695
2.215,0.9114882554456724
2.22,0.9133890584327441
2.225,0.9152873855155188
2.23,0.9171832089542274
2.235,0.9190765007653057
2.24,0.9209672327198964
2.245,0.92285537634235
2.25,0.9247409029087204
2.255,0.9266237834452566
2.2600000000000002,0.9285039887268934
2.265,0.9303814892757348
2.27,0.9322562553595375
2.275,0.9341282569901883
2.2800000000000002,0.9359974639221804
2.285,0.9378638456510847
2.29,0.9397273714120185
2.295,0.9415880101781114
2.3000000000000003,0.9434457306589672
2.305,0.9453005012991238
2.31,0.9471522902765089
2.315,0.9490010655008938
2.32,0.9508467946123434
2.325,0.9526894449796646
2.33,0.9545289836988499
2.335,0.9563653775915204
2.34,0.9581985932033651
2.345,0.9600285968025778
2.35,0.9618553543782911
2.355,0.963678831639008
2.36,0.9654989940110326
2.365,0.9673158066368955
2.37,0.9691292343737803
2.375,0.9709392417919448
2.38,0.9727457931731428
2.3850000000000002,0.9745488525090417
2.39,0.9763483834996395
2.395,0.9781443495516792
2.4,0.9799367137770617
2.4050000000000002,0.9817254389912567
2.41,0.9835104877117126
2.415,0.9852918221562628
2.42,0.987069404241534
2.4250000000000003,0.988843195581349
2.43,0.9906131574851323
2.435,0.9923792509563097
2.44,0.9941414366907121
2.445,0.9958996750749726
2.45,0.9976539261849279
2.455,0.9994041497840145
2.46,1.0011503053216668
2.465,1.0028923519317123
2.47,1.0046302484307696
2.475,1.0063639533166409
2.48,1.0080934247667082
2.485,1.009818620636327
2.49,1.0115394984572217
2.495,1.0132560154358772
2.5,1.0149681284519345
2.505,1.0166757940565836
2.5100000000000002,1.0183789684709583
2.515,1.020077607584529
2.52,1.0217716669534989
2.525,1.0234611017991975
2.5300000000000002,1.0251458670064768
2.535,1.0268259171221072
2.54,1.0285012063531753
2.545,1.03017168856548
2.5500000000000003,1.0318373172819326
2.555,1.0334980456809566
2.56,1.0351538265948885
2.565,1.0368046125083803
2.57,1.0384503555568039
2.575,1.0400910075246559
2.58,1.0417265198439651
2.585,1.0433568435927032
2.59,1.044981929493192
2.595,1.046601727910521
2.6,1.0482161888509594
2.605,1.0498252619603756
2.61,1.0514288965226568
2.615,1.0530270414581313
2.62,1.0546196453219951
2.625,1.0562066563027395
2.63,1.0577880222205824
2.6350000000000002,1.0593636905259036
2.64,1.0609336082976824
2.645,1.0624977222419385
2.65,1.0640559786901773
2.6550000000000002,1.0656083235978395
2.66,1.0671547025427512
2.665,1.0686950607235837
2.67,1.0702293429583112
2.6750000000000003,1.0717574936826788
2.68,1.0732794569486699
2.685,1.0747951764229817
2.69,1.0763045953855037
2.695,1.0778076567278034
2.7,1.0793043029516125
2.705,1.080794476167325
2.71,1.0822781180924943
2.715,1.0837551700503418
2.72,1.0852255729682647
2.725,1.0866892673763577
2.73,1.0881461934059333
2.735,1.0895962907880539
2.74,1.0910394988520669
2.745,1.0924757565241494
2.75,1.0939050023258572
2.755,1.0953271743726825
2.7600000000000002,1.0967422103726183
2.765,1.0981500476247301
2.77,1.0995506230177359
2.775,1.1009438730285925
2.7800000000000002,1.102329733721093
2.785,1.1037081407444682
2.79,1.1050790293319996
2.795,1.1064423342996397
2.8000000000000003,1.1077979900446424
2.805,1.1091459305442
2.81,1.1104860893540927
2.815,1.111818399607344
2.82,1.1131427940128895
2.825,1.114459204854251
2.83,1.115767563988226
2.835,1.1170678028435832
2.84,1.1183598524197707
2.845,1.1196436432856336
2.85,1.1209191055781456
2.855,1.1221861690011457
2.86,1.1234447628240947
2.865,1.1246948158808348
2.87,1.1259362565683686
2.875,1.127169012845644
2.88,1.1283930122323562
2.8850000000000002,1.1296081818077595
2.89,1.1308144482094926
2.895,1.1320117376324188
2.9,1.1331999758274756
2.9050000000000002,1.1343790881005429
2.91,1.1355489993113204
2.915,1.1367096338722227
2.92,1.1378609157472859
2.9250000000000003,1.139002768451092
2.93,1.1401351150477044
2.935,1.1412578781496225
2.94,1.1423709799167485
2.945,1.1434743420553717
2.95,1.1445678858171682
2.955,1.1456515319982175
2.96,1.146725200938034
2.965,1.1477888125186178
2.97,1.1488422861635195
2.975,1.1498855408369268
2.98,1.1509184950427622
2.985,1.151941066823807
2.99,1.1529531737608347
2.995,1.1539547329717714
3.0,1.1549456611108677
3.005,1.1559258743678955
3.0100000000000002,1.1568952884673596
3.015,1.1578538186677347
3.02,1.1588013797607148
3.025,1.159737886070491
3.0300000000000002,1.1606632514530435
3.035,1.1615773892954604
3.04,1.1624802125152716
3.045,1.1633716335598103
3.0500000000000003,1.1642515644055926
3.055,1.1651199165577213
3.06,1.1659766010493111
3.065,1.1668215284409376
3.0700000000000003,1.1676546088201107
3.075,1.168475751800769
3.08,1.1692848665228002
3.085,1.1700818616515858
3.09,1.1708666453775698
3.095,1.171639125415852
3.1,1.1723992090058102
3.105,1.173146802910741
3.11,1.1738818134175368
3.115,1.1746041463363783
3.12,1.1753137070004638
3.125,1.1760104002657579
3.13,1.1766941305107739
3.1350000000000002,1.1773648016363796
3.14,1.1780223170656348
3.145,1.1786665797436544
3.15,1.1792974921375052
3.1550000000000002,1.1799149562361262
3.16,1.1805188735502847
3.165,1.181109145112558
3.17,1.1816856714773498
3.1750000000000003,1.1822483527209342
3.18,1.1827970884415342
3.185,1.1833317777594294
3.19,1.1838523193170989
3.1950000000000003,1.1843586112793936
3.2,1.1848505513337448
3.205,1.1853280366904053
3.21,1.1857909640827227
3.215,1.1862392297674504
3.22,1.186672729525091
3.225,1.1870913586602754
3.23,1.187495012002178
3.235,1.1878835839049695
3.24,1.1882569682483015
3.245,1.1886150584378352
3.25,1.188957747405801
3.255,1.1892849276116004
3.2600000000000002,1.1895964910424428
3.265,1.1898923292140264
3.27,1.190172333171251
3.275,1.1904363934889777
3.2800000000000002,1.1906844002728234
3.285,1.1909162431600009
3.29,1.1911318113201943
3.295,1.1913309934564822
3.3000000000000003,1.191513677806298
3.305,1.191679752142437
3.31,1.191829103774101
3.315,1.1919616195479936
3.3200000000000003,1.192077185849454
3.325,1.1921756886036377
3.33,1.1922570132767396
3.335,1.1923210448772696
3.34,1.1923676679573634
3.345,1.1923967666141502
3.35,1.1924082244911614
3.355,1.192401924779789
3.36,1.19237775022079
3.365,1.1923355831058435
3.37,1.1922753052791528
3.375,1.1921967981390984
3.38,1.1920999426399428
3.3850000000000002,1.1919846192935832
3.39,1.1918507081713585
3.395,1.1916980889059041
3.4,1.191526640693064
3.4050000000000002,1.19133624229385
3.41,1.1911267720364616
3.415,1.19089810781835
3.42,1.1906501271083467
3.4250000000000003,1.1903827069488404
3.43,1.190095723958012
3.435,1.1897890543321255
3.44,1.1894625738478748
3.4450000000000003,1.1891161578647893
3.45,1.188749681327696
3.455,1.1883630187692407
3.46,1.1879560443124668
3.465,1.187528631673456
3.47,1.1870806541640277
3.475,1.1866119846944994
3.48,1.1861224957765073
3.485,1.1856120595258905
3.49,1.1850805476656374
3.495,1.184527831528894
3.5,1.1839537820620367
3.505,1.183358269827809
3.5100000000000002,1.1827411650085238
3.515,1.182102337409331
3.52,1.181441656461549
3.525,1.1807589912260672
3.5300000000000002,1.1800542103968104
3.535,1.1793271823042775
3.54,1.1785777749191406
3.545,1.1778058558559226
3.5500000000000003,1.177011292376736
3.555,1.1761939513950983
3.56,1.1753536994798137
3.565,1.1744904028589314
3.5700000000000003,1.1736039274237693
3.575,1.1726941387330205
3.58,1.1717609020169213
3.585,1.1708040821815038
3.59,1.169823543812917
3.595,1.1688191511818269
3.6,1.1677907682478892
3.605,1.1667382586643027
3.61,1.1656614857824363
3.615,1.1645603126565374
3.62,1.1634346020485156
3.625,1.1622842164328095
3.63,1.1611090180013293
3.6350000000000002,1.1599088686684838
3.64,1.158683630076286
3.645,1.157433163599543
3.65,1.156157330351125
3.6550000000000002,1.1548559911873222
3.66,1.153529006713282
3.665,1.1521762372885322
3.67,1.150797543032589
3.6750000000000003,1.1493927838306517
3.68,1.1479618193393835
3.685,1.1465045089927794
3.69,1.1450207120081228
3.6950000000000003,1.1435102873920289
3.7,1.1419730939465809
3.705,1.140408990275551
3.71,1.1388178347907187
3.715,1.1371994857182726
3.72,1.1355538011053126
3.725,1.133880638826437
3.73,1.132179856590429
3.735,1.1304513119470334
3.74,1.128694862293829
3.745,1.1269103648831995
3.75,1.1250976768293948
3.755,1.1232566551156926
3.7600000000000002,1.1213871566016584
3.765,1.1194890380305014
3.77,1.1175621560365299
3.775,1.115606367152706
3.7800000000000002,1.1136215278183013
3.785,1.1116074943866532
3.79,1.1095641231330222
3.795,1.1074912702625517
3.8000000000000003,1.1053887919183303
3.805,1.10325654418956
3.81,1.1010943831198254
3.815,1.0989021647154686
3.8200000000000003,1.096679744954073
3.825,1.0944269797930497
3.83,1.0921437251783308
3.835,1.089829837053174
3.84,1.0874851713670723
3.845,1.0851095840847726
3.85,1.0827029311954084
3.855,1.0802650687217357
3.86,1.0777958527294866
3.865,1.0752951393368302
3.87,1.0727627847239507
3.875,1.0701986451427306
3.88,1.0676025769265565
3.8850000000000002,1.064974436500234
3.89,1.062314080390019
3.895,1.0596213652337645
3.9,1.0568961477911831
3.9050000000000002,1.0541382849542291
3.91,1.051347633757596
3.915,1.0485240513893321
3.92,1.0456673952015754
3.9250000000000003,1.04277752272141
3.93,1.039854291661841
3.935,1.0368975599328885
3.94,1.033907185652808
3.9450000000000003,1.0308830271594278
3.95,1.0278249430216129
3.955,1.0247327920508507
3.96,1.0216064333129589
3.9650000000000003,1.0184457261399233
3.97,1.0152505301418553
3.975,1.0120207052190777
3.98,1.0087561115743366
3.985,1.005456609725142
3.99,1.0021220605162322
3.995,0.9987523251321708
4.0,0.9953472651100697
4.005,0.9919067423524408
4.01,0.9884306191401815
4.015,0.9849187581456869
4.0200000000000005,0.981371022446094
4.025,0.9777872755366611
4.03,0.9741673813442719
4.035,0.9705112042410804
4.04,0.9668186090582833
4.045,0.9630894611000292
4.05,0.9593236261574616
4.055,0.955520970522896
4.0600000000000005,0.9516813610041323
4.065,0.9478046649389069
4.07,0.9438907502094724
4.075,0.9399394852573241
4.08,0.9359507390980559
4.085,0.9319243813363618
4.09,0.9278602821811677
4.095,0.9237583124609058
4.1,0.9196183436389305
4.105,0.9154402478290673
4.11,0.9112238978113134
4.115,0.9069691670476605
4.12,0.9026759296980785
4.125,0.8983440606366255
4.13,0.8939734354677082
4.135,0.889563930542481
4.14,0.8851154229753864
4.1450000000000005,0.8806277906608398
4.15,0.8761009122900626
4.155,0.8715346673680457
4.16,0.8669289362306688
4.165,0.862283600061961
4.17,0.8575985409115036
4.175,0.8528736417119764
4.18,0.8481087862968573
4.1850000000000005,0.8433038594182533
4.19,0.8384587467648958
4.195,0.8335733349802613
4.2,0.828647511680853
4.205,0.8236811654746237
4.21,0.8186741859795443
4.215,0.8136264638423216
4.22,0.8085378907572605
4.225,0.8034083594852739
4.23,0.79823776387304
4.235,0.7930259988723134
4.24,0.7877729605593673
4.245,0.7824785461546022
4.25,0.7771426540422892
4.255,0.7717651837904687
4.26,0.7663460361709915
4.265,0.7608851131797129
4.2700000000000005,0.7553823180568306
4.275,0.749837555307375
4.28,0.7442507307218393
4.285,0.73862175139697
4.29,0.7329505257566928
4.295,0.7272369635731971
4.3,0.7214809759881573
4.305,0.7156824755341149
4.3100000000000005,0.7098413761559951
4.315,0.7039575932327838
4.32,0.698031043599338
4.325,0.6920616455683556
4.33,0.6860493189524868
4.335,0.6799939850865923
4.34,0.6738955668501478
4.345,0.6677539886897994
4.3500000000000005,0.6615691766420576
4.355,0.6553410583561474
4.36,0.6490695631169895
4.365,0.6427546218683422
4.37,0.6363961672360781
4.375,0.6299941335516093
4.38,0.6235484568754541
4.385,0.6170590750209533
4.39,0.6105259275781203
4.3950000000000005,0.6039489559376433
4.4,0.5973281033150276
4.405,0.5906633147748722
4.41,0.5839545372552963
4.415,0.5772017195925079
4.42,0.5704048125455027
4.425,0.5635637688209129
4.43,0.5566785430979876
4.4350000000000005,0.5497490920537145
4.44,0.5427753743880861
4.445,0.5357573508494833
4.45,0.5286949842602182
4.455,0.5215882395421972
4.46,0.5144370837427236
4.465,0.5072414860604355
4.47,0.5000014178713734
4.4750000000000005,0.49271685275517896
4.48,0.4853877665214349
4.485,0.47801413723611735
4.49,0.4705959452481937
4.495,0.46313317321634323
4.5,0.45562580613579795
4.505,0.448073831365323
4.51,0.44047723865431115
4.515,0.4328360201700042
4.5200000000000005,0.4251501705248402
4.525,0.4174196868039224
4.53,0.40964456859259873
4.535,0.4018248180041748
4.54,0.39396043970773426
4.545,0.38605144095608107
4.55,0.37809783161379534
4.555,0.3700996241853999
4.5600000000000005,0.36205683384364484
4.565,0.3539694784579019
4.57,0.3458375786226619
4.575,0.33766115768614696
4.58,0.32944024177902853
4.585,0.3211748598432442
4.59,0.3128650436609271
4.595,0.30451082788342676
4.6000000000000005,0.2961122500604361
4.605,0.28766935066921656
4.61,0.27918217314391375
4.615,0.27065076390497156
4.62,0.26207517238863987
4.625,0.2534554510765707
4.63,0.24479165552550078
4.635,0.23608384439702543
4.64,0.2273320794874554
4.6450000000000005,0.2185364257577499
4.65,0.20969695136354677
4.655,0.20081372768524594
4.66,0.191886829358191
4.665,0.18291633430291396
4.67,0.1739023237554532
4.675,0.16484488229774058
4.68,0.15574409788805782
4.6850000000000005,0.1466000618915486
4.69,0.13741286911080977
4.695,0.12818261781652018
4.7,0.11890940977814107
4.705,0.10959335029466948
4.71,0.10023454822543545
4.715,0.09083311602095816
4.72,0.08138916975383781
4.7250000000000005,0.07190282914969996
4.73,0.06237421761817617
4.735,0.05280346228392145
4.74,0.043190694017664524
4.745,0.03353604746729967
4.75,0.023839661088992763
4.755,0.014101677178327407
4.76,0.004322241901459433
4.765,-0.005498494673695314
4.7700000000000005,-0.015360378546272093
4.775,-0.025263251751238478
4.78,-0.035206952328181634
4.785,-0.04519131429008512
4.79,-0.05521616759209565
4.795,-0.06528133810029828
4.8,-0.07538664756049832
4.805,-0.08553191356700184
4.8100000000000005,-0.09571694953141803
4.815,-0.10594156465146357
4.82,-0.11620556387980847
4.825,-0.12650874789292108
4.83,-0.13685091305995517
4.835,-0.1472318514116584
4.84,-0.15765135060932461
4.845,-0.1681091939137777
4.8500000000000005,-0.1786051601544053
4.855,-0.18913902369822475
4.86,-0.19971055441902552
4.865,-0.21031951766654264
4.87,-0.22096567423570154
4.875,-0.23164878033593006
4.88,-0.24236858756052698
4.885,-0.2531248428561195
4.89,-0.26391728849218377
4.8950000000000005,-0.2747456620306608
4.9,-0.28560969629564376
4.905,-0.296509119343175
4.91,-0.3074436544311288
4.915,-0.31841301998919447
4.92,-0.32941692958897034
4.925,-0.3404550919141707
4.93,-0.3515272107309396
4.9350000000000005,-0.3626329848583021
4.94,-0.3737721081387177
4.945,-0.3849442694087967
4.95,-0.3961491524701275
4.955,-0.40738643606025654
4.96,-0.41865579382382057
4.965,-0.42995689428382267
4.97,-0.441289400813073
4.9750000000000005,-0.452652971605796
4.98,-0.4640472596493949
4.985,-0.4754719126964143
4.99,-0.48692657323666383
4.995,-0.4984108784695385
5.0,-0.50992446027653
5.005,-0.5214669451939427
5.01,-0.5330379543858013
5.015,-0.5446371036169907
5.0200000000000005,-0.556264003226595
5.025,-0.5679182581014633
5.03,-0.5795994676500218
5.035,-0.5913072257763002
5.04,-0.6030411208542149
5.045,-0.6148007357020968
5.05,-0.6265856475574766
5.055,-0.6383954280521321
5.0600000000000005,-0.6502296431874068
5.065,-0.6620878533097956
5.07,-0.6739696130868257
5.075,-0.6858744714832277
5.08,-0.6978019717373839
5.085,-0.7097516513381006
5.09,-0.7217230420016887
5.095,-0.7337156696493505
5.1000000000000005,-0.7457290543849006
5.105,-0.7577627104728162
5.11,-0.7698161463166305
5.115,-0.7818888644376721
5.12,-0.7939803614541519
5.125,-0.806090128060619
5.13,-0.8182176490077886
5.135,-0.8303624030827385
