time,pos_sim,vel_sim
0.09662754271428158,-4.430015609952939e-6,-0.0027073185985806293
0.09871597514352894,-4.999842409838534e-6,0.0027024448444761674
0.10080191712331894,-4.432929564407749e-6,-0.0027022083857324362
0.1028852103898637,-4.998659414319701e-6,0.0026976106771479233
0.10496633210546552,-4.435613497968319e-6,-0.002697671782520033
0.1070451042342882,-4.9977774087391015e-6,0.00269332136469202
0.10912198446818326,-4.4381008008287415e-6,-0.0026936483178325674
0.11119677780231818,-4.997155471123695e-6,0.0026895189985167594
0.11326992442625936,-4.440419501379344e-6,-0.002690082855623921
0.11534121456338996,-4.996758564756992e-6,0.002686150492437839
0.11741107348908215,-4.442592854866213e-6,-0.0026869251799008236
0.11947927853498302,-4.9965571268748955e-6,0.0026831681998749973
0.12154624149988029,-4.444640790729149e-6,-0.0026841301238311782
0.1236117285359594,-4.996525616323678e-6,0.0026805288744716008
0.1256761399093381,-4.446579991099328e-6,-0.0026816569968706096
0.12773923187073474,-4.99664220839724e-6,0.0026781939948499673
0.12980139465329033,-4.448424707846989e-6,-0.002679469545649307
0.13186237573073026,-4.996888076732371e-6,0.0026761291649317095
0.1339225563670825,-4.450187332041279e-6,-0.0026775352541059134
0.13598167650741685,-4.997246939031489e-6,0.002674303502070216
0.138040109626102,-4.451878346531048e-6,-0.002675825221054224
0.14009758896898333,-4.99770468753852e-6,0.0026726896878432336
0.14215448111079476,-4.453506887922679e-6,-0.0026743137185255995
0.1442105135571681,-4.998249122319054e-6,0.0026712633985712005
0.14626604685978153,-4.4550807298200395e-6,-0.002672978035422776
0.14832080319354737,-4.998869469793913e-6,0.0026700030607801546
0.15037513781679565,-4.456606806692183e-6,-0.002671797719200625
0.15242876852434925,-4.9995565311305645e-6,0.002668889440752869
0.1544820458659981,-4.458090964432395e-6,-0.002670754930195375
0.15653468366042025,-5.000302172230018e-6,0.002667905652971195
0.15858702832671573,-4.459538364814116e-6,-0.002669833757216313
0.16063879011009388,-5.001099236200264e-6,0.00266703660024535
0.16269031200682652,-4.460953420901304e-6,-0.002669020103671044
0.1647413010903691,-5.001941587290819e-6,0.0026662691085786107
0.16679209682221882,-4.462340332673111e-6,-0.002668301353263552
0.16884240391286634,-5.002823769137847e-6,0.0026655910899093006
0.1708925592597829,-4.46370214341283e-6,-0.0026676667085328205
0.1729422647966537,-5.0037409434665585e-6,0.002664992485605805
0.17499185487394198,-4.465042147925869e-6,-0.0026671061893779597
0.1770410295926773,-5.004689032840203e-6,0.0026644638464303713
0.17909012090653245,-4.466362933110182e-6,-0.002666611230416669
0.18113882707786666,-5.005664234526727e-6,0.0026639969677814926
0.1831874782186892,-4.46766674712746e-6,-0.002666174121134554
0.18523577088272764,-5.006663325017577e-6,0.00266358468252707
0.18728403362213758,-4.468955569536661e-6,-0.0026657881732986854
0.18933196154802703,-5.007683554119319e-6,0.002663220766625415
0.19137988152609337,-4.470231290315139e-6,-0.0026654474462162454
0.19342748722006312,-5.008722178366264e-6,0.002662899269658009
0.19547510449498456,-4.471495400034915e-6,-0.002665146417536635
0.197522425969503,-5.009777253824914e-6,0.0026626154474754214
0.19956977597229061,-4.472749441357592e-6,-0.002664880576872241
0.2,-5.289249727790914e-6,-0.0011781884600600557
