time,pos_sim,vel_sim
0.0,0.0,0.0
9.999999999999999e-5,-1.1328268724446774e-11,-2.13790645331128e-7
0.0008437880546840451,-4.319869016892585e-10,-5.953931338614903e-7
0.002134670993691556,-1.5079506358186464e-9,-1.5081052282282003e-8
0.003885273386897348,-1.1110442186685651e-8,2.9298940190659684e-5
0.005430277943191659,2.608742965990043e-7,0.0005376470224891588
0.007699052483139476,-1.9454620403321036e-6,0.0009702296349418389
0.009265328815091976,-1.6946976934016682e-6,0.0016325559750299417
0.010899496187353488,-7.225145117133814e-7,0.0012211307044766842
0.01274027846671867,-6.42857814770997e-7,0.0017016053984559203
0.014450613897499742,2.785257007095178e-7,0.0006048603161537554
0.017138708013393265,-4.3491308042929285e-6,0.00041181837628772233
0.01914577750937413,-5.186219915302302e-6,0.0014723177808868184
0.021172085687763145,-4.965128062971321e-6,0.0019211205451170798
0.023188037189341853,-4.2748002079088856e-6,-0.00013740588460892065
0.026397345368991815,-1.1402513412388092e-6,-0.002049569910888188
0.028672751614340245,-2.818941576398458e-6,-0.0020611836727489215
0.031152553309459617,-4.301206899878907e-6,-0.002908065405671364
0.03349166327038124,-5.151843836078575e-6,0.002878392655091725
0.03582835218577397,-4.298018155984605e-6,-0.0028639086666604604
0.03814312413713502,-5.11828750159959e-6,0.002851305589401063
0.04044019517910272,-4.3225405832379435e-6,-0.002844467995802067
0.04272030366934589,-5.093929230159976e-6,0.0028354172714944313
0.04498506159631902,-4.342506831573314e-6,-0.0028301288215966044
0.04723524313411953,-5.074604989256548e-6,0.002821529583374854
0.04947222064043838,-4.3584707567575304e-6,-0.002816434128648604
0.05169659339749914,-5.05923078594098e-6,0.0028077855345784567
0.05390956754909067,-4.371366993772373e-6,-0.0028027849298788506
0.05611159919114906,-5.046913456610537e-6,0.002794176784097807
0.05830376017447658,-4.381948851990045e-6,-0.0027894237337793945
0.060486397371279595,-5.0369695221941505e-6,0.0027810298357141506
0.0626604775339797,-4.390764361864273e-6,-0.0027766781228496756
0.06482624580215482,-5.028880696570635e-6,0.0027686317179233142
0.06698457664203246,-4.398229026570328e-6,-0.002764772486266877
0.06913563628646613,-5.02226467675863e-6,0.002757146885236244
0.07128022238751643,-4.404637853009011e-6,-0.002753819762056958
0.0734184346184957,-5.016835878512555e-6,0.002746643864419773
0.0755510057134614,-4.410208079799902e-6,-0.002743851796141098
0.0776779794965426,-5.012377613683513e-6,0.002737125059353914
0.07980003379953482,-4.415101722605651e-6,-0.0027348488839839184
0.08191716447317139,-5.008721914511815e-6,0.0027285532634479612
0.0840300026394184,-4.419442656392653e-6,-0.002726761355016264
0.08613850348815481,-5.005736882138552e-6,0.0027208695783955588
0.08824325766537171,-4.423327164772195e-6,-0.0027195245587899007
0.09034418557690939,-5.003316697163291e-6,0.0027140049248677825
0.0924418428950173,-4.426831253285554e-6,-0.002713067534376459
0.0945361200475765,-5.001375402121118e-6,0.002707887040226129
