t,DXL_PWM,DXL_Current,DXL_Velocity,DXL_Position,DXL_Input_Voltage,U,position_reference,velocity_from_meas,velocity_from_ref,acc_from_velocity_from_meas,acc_from_meas,acc_from_ref,torque_hip_from_ref,position_from_julia_hip
3.6,-0.19097,-0.12373999999999999,-0.263789063146423,-0.6170087971650354,11.9,-2.272543,-0.6548581671524591,-0.2303834612632505,-0.15671591719081857,1.0199267816341941,0.8992808970900776,1.030631521330815,-0.404350074355786,-0.6549339411200464
3.68,-0.16724,-0.1345,-0.1918465913792167,-0.6308318048408305,11.9,-1.990156,-0.6640890727621149,-0.15358897417550033,-0.07347413947969716,0.8999353955595609,0.8992808970900775,1.0451593424208419,-0.40915216444752606,-0.6643342376402568
3.7600000000000002,-0.12769,-0.1345,-0.11990411961201045,-0.6415830330331156,11.9,-1.519511,-0.6666140294692107,-0.0863937979737206,0.010509577596516273,0.8399397025222703,0.8992808970900799,1.049133179967445,-0.4104593464870096,-0.6669751535119706
3.84,-0.09605000000000001,-0.11567,-0.047961647844804174,-0.6446548125166256,11.9,-1.1429950000000002,-0.6624075403466723,-0.01919862177193732,0.09438716931509372,0.719948316447671,0.7494007475750676,1.0425129062940373,-0.40828010962591005,-0.6628197749290445
3.92,-0.04068000000000001,-0.061869999999999994,0.0,-0.6446548125166256,11.9,-0.48409200000000013,-0.6515120823787957,0.028797932657906422,0.17731164260356191,0.8999353955595805,0.4496404485450387,1.0253653726993068,-0.402600436965186,-0.6519107126385505
4.0,0.04746,-0.03497,0.023980823922402087,-0.6400471432913606,11.9,0.564774,-0.6340376775301024,0.12479104151759568,0.258445628946983,1.3199052468207118,0.8992808970900775,0.9978637343951287,-0.39338693691357146,-0.6343696808105882
4.08,0.0791,-0.040350000000000004,0.14388494353441253,-0.6246882458738103,11.9,0.9412900000000001,-0.6101607817472784,0.23998277214922048,0.33696984010678266,1.259909553783391,1.3489213456351166,0.9602857019910782,-0.38059475252417174,-0.6103945792023865
4.16,0.11865,-0.03228,0.2398082392240209,-0.6016498997474853,11.9,1.4119350000000002,-0.5801225031130172,0.3263765701229384,0.4120913412655556,1.0799224746714957,1.1990411961201035,0.9130107371821454,-0.36417963550240484,-0.5802542010649903
4.24,0.15029,-0.03228,0.3357315349136292,-0.5724679946541401,11.9,1.7884510000000002,-0.5442261671447894,0.4127703680966599,0.48305155805592603,0.8999353955595804,1.04916104660509,0.8565162209573529,-0.3441132151304248,-0.5442809260033815
4.32,0.18193,-0.024210000000000002,0.4076740066808355,-0.5356066408520197,11.9,2.1649670000000003,-0.5028342538240689,0.4703662334124714,0.5491339366187322,0.7199483164476432,0.7494007475750646,0.7913726330228124,-0.3204001740309821,-0.5028620605858821
4.4,0.21356999999999998,-0.01883,0.45563565452563964,-0.4972093973081446,11.9,2.541483,-0.4563647372857922,0.5279620987282829,0.6096711793395762,0.7799440094849586,0.749400747575065,0.7182377911171125,-0.2930957901711141,-0.45643080531157665
4.48,0.25425000000000003,-0.00538,0.527578126292846,-0.4511327050554943,11.9,3.0255750000000003,-0.40528686512973666,0.5951572749300649,0.6640519831974703,0.7199483164476903,0.7494007475750646,0.6378502083899513,-0.26232215184529606,-0.4054580440363733
4.5600000000000005,0.27798,-0.00538,0.5755397741376501,-0.4019842333193342,11.9,3.3079620000000003,-0.3501164199741969,0.6431538293599135,0.7117272126819685,0.5999569303730987,0.7494007475750695,0.5510216359215079,-0.2282813347644549,-0.35044613358021065
4.64,0.30962,0.0,0.6474822459048563,-0.34822809235790864,11.9,3.6844780000000004,-0.2914105111006222,0.6911503837897601,0.752215444944911,0.5399612373357154,0.5995205980600575,0.4586288656876434,-0.19126397621656877,-0.29192550974717624
4.72,0.32544000000000006,0.01345,0.6714630698272585,-0.29140017191297307,11.9,3.872736000000001,-0.2297619487830117,0.7295476273336274,0.785107831191991,0.47996554429838856,0.44964044854503893,0.3616048767442983,-0.15165200328488557,-0.2304542136663957
4.8,0.34917000000000004,0.029589999999999998,0.7194247176720626,-0.23150047198452817,11.9,4.155123000000001,-0.16579325810990356,0.7679448708775023,0.8100722252239988,0.4199698512611487,0.44964044854503893,0.26092941403664316,-0.10991475972809196,-0.16661951952441
4.88,0.36499000000000004,0.03497,0.7434055415944647,-0.1685289925725726,11.9,4.343381000000001,-0.10015039274717177,0.7967428035354114,0.8268565374378539,0.1799870791119318,0.4496404485450398,0.15761909496790416,-0.06659839142922228,-0.1010399909434048
4.96,0.38081000000000004,0.04304,0.791367189439269,-0.10402162341886223,11.9,4.531639,-0.03349621211984681,0.7967428035354115,0.8352912804188635,0.05999569303729668,0.14988014951501238,0.05271714363130986,-0.02230902946524591,-0.03436584250003736
5.04,0.39663000000000004,0.03497,0.7673863655168668,-0.04105014400690665,11.8,4.6802340000000004,0.03349621211984649,0.8063421144213788,0.8352912804188635,0.11999138607460047,0.1498801495150115,-0.05271714363130897,0.02230902946524528,0.03273882785784738
5.12,0.40454,0.059179999999999996,0.815348013361671,0.024993114888558488,11.8,4.773572000000001,0.10015039274717147,0.8159414253073476,0.8268565374378541,-0.05999569303729668,0.0,-0.15761909496790327,0.06659839142922166,0.09961558128127965
5.2,0.40454,0.06994,0.7673863655168668,0.08950048404226907,11.9,4.814026,0.16579325810990325,0.7967428035354114,0.810072225223999,-0.17998707911191403,-0.44964044854503804,-0.26092941403664405,0.10991475972809175,0.16554346558541463
5.28,0.40454,0.06994,0.7434055415944647,0.15247196345422442,11.9,4.814026,0.2297619487830114,0.7871434926494413,0.785107831191991,-0.23998277214921782,-0.29976029903002566,-0.3616048767443063,0.15165200328488537,0.22979529504394683
5.36,0.42036,0.09415,0.7194247176720626,0.21544344286617978,11.9,5.002284,0.29141051110062194,0.7583455599915364,0.7522154449449099,-0.35997415822382095,0.0,-0.4586288656876434,0.19126397621656857,0.29166313320613324
5.44,0.42036,0.1076,0.7434055415944647,0.27380725305287035,11.8,4.960248,0.3501164199741971,0.7295476273336299,0.711727212681968,-0.4199698512611434,0.0,-0.5510216359214803,0.22828133476445472,0.35047914875352915
5.5200000000000005,0.39663000000000004,0.10491,0.7194247176720626,0.3321710632395607,11.9,4.7198970000000005,0.4052868651297369,0.6911503837897535,0.6640519831974729,-0.539961237335735,-0.7494007475750655,-0.6378502083899487,0.2623221518452959,0.4056313982155318
5.6000000000000005,0.38081000000000004,0.12104999999999999,0.6235014219824542,0.384391314459231,11.9,4.531639,0.45636473728579285,0.6431538293599122,0.6096711793395762,-0.5399612373357203,-0.7494007475750624,-0.7182377911171494,0.293095790171114,0.4565725478429464
5.68,0.36499000000000004,0.12104999999999999,0.5995205980600522,0.43507567593714613,11.9,4.343381000000001,0.5028342538240687,0.6047565858160384,0.5491339366187296,-0.6599526234103696,-0.4496404485450394,-0.791372633022811,0.320400174030982,0.5028215366478628
5.76,0.34917000000000004,0.13181,0.551558950215248,0.4811523681897967,11.8,4.1202060000000005,0.5442261671447892,0.5375614096142534,0.4830515580559269,-0.8399397025222872,-0.5995205980600513,-0.8565162209573338,0.3441132151304247,0.5439598333017104
5.84,0.32544000000000006,0.13988,0.5035973023704439,0.5210855014754268,11.9,3.872736000000001,0.580122503113017,0.4703662334124723,0.412091341265556,-0.839939702522265,-0.749400747575065,-0.9130107371821508,0.3641796355024047,0.579624830420176
5.92,0.28589000000000003,0.13181,0.43165483060323756,0.5564109655357923,11.9,3.4020910000000004,0.6101607817472783,0.4031710572106908,0.33696984010678266,-0.8999353955595888,-1.0491610466050907,-0.9602857019910809,0.3805947525241717,0.6095029776805901
6.0,0.26216,0.13988,0.3357315349136292,0.5855928706291373,11.9,3.119704,0.6340376775301023,0.32637657012293797,0.258445628946983,-0.899935395559589,-0.8992808970900772,-0.997863734395126,0.39338693691357146,0.6333246871689672
6.08,0.22148,0.14526,0.28776988706882506,0.6086312167554624,11.9,2.635612,0.6515120823787955,0.25918139392115647,0.17731164260356236,-0.9599310885968764,-0.8992808970900776,-1.0253653726993015,0.402600436965186,0.6508621827883946
6.16,0.19775,0.14795,0.1918465913792167,0.6270618936565224,11.9,2.353225,0.6624075403466723,0.17278759594743764,0.09438716931509461,-1.0799224746714677,-1.0491610466050902,-1.042512906294037,0.40828010962591005,0.6619306171416196
6.24,0.16611,0.16409,0.11990411961201045,0.6362772321070524,11.9,1.976709,0.6666140294692107,0.08639379797372149,0.010509577596516273,-0.8999353955595555,-0.8992808970900774,-1.0491331799674533,0.4104593464870096,0.6663921336288223
6.32,0.13447,0.16140000000000002,0.047961647844804174,0.6408849013323179,11.9,1.6001930000000002,0.6640890727621149,0.028797932657908643,-0.07347413947969805,-0.5999569303730602,-0.7494007475750647,-1.045159342420839,0.40915216444752606,0.6641621614931713
6.4,0.08701,0.10222,0.0,0.6408849013323179,11.9,1.035419,0.654858167152459,-0.009599310885968215,-0.15671591719081812,-0.5999569303730601,-0.2997602990300258,-1.0306315213308095,0.4043500743557859,0.6552170463395514
6.48,0.00791,0.04304,0.0,0.6393490115905629,11.9,0.094129,0.639014526011584,-0.06719517620178106,-0.2383751828926277,-1.0799224746715066,-0.44964044854503876,-1.0056964181413268,0.39602396579564036,0.6396020402942376
6.5600000000000005,-0.0565,0.03228,-0.07194247176720626,0.6301336731400329,11.9,-0.67235,0.6167181378896386,-0.1823869068334094,-0.3176273440934305,-1.4398966328953446,-1.3489213456351161,-0.9706058266774751,0.38413086497534943,0.6174386161706272
6.640000000000001,-0.11187000000000001,0.02152,-0.21582741530161878,0.6101671064972174,11.9,-1.3312530000000002,0.5881941509566351,-0.29757863746503643,-0.39367211516102385,-1.259909553783399,-1.4988014951501338,-0.92571409054011,0.3686250450315539,0.5889299926141759
6.72,-0.12769,0.024210000000000002,-0.3117507109912271,0.5825210911456273,11.9,-1.519511,0.553730599463875,-0.3839724354387526,-0.4657415985798474,-0.9599310885968686,-1.0491610466050976,-0.8714745249561937,0.349472605430753,0.5543636988465495
6.8,-0.17515,0.00807,-0.3836931827584334,0.5487315168270173,11.9,-2.084285,0.5136754951838598,-0.45116761164053454,-0.5331080391540142,-0.899935395559575,-0.8992808970900779,-0.8084348392167975,0.3266683070199858,0.5141100712158665
6.88,-0.20679000000000003,0.00538,-0.45563565452563964,0.5103342732831417,11.9,-2.4608010000000005,0.4684333131992327,-0.5279620987282847,-0.5950911728545352,-0.8399397025222597,-0.8992808970900779,-0.7372316059275126,0.30025317729722806,0.46861589098113304
6.96,-0.23843,0.0,-0.527578126292846,0.46425758103049164,11.9,-2.837317,0.41846090752713405,-0.5855579640440962,-0.6510650961024163,-0.6599526234103612,-0.7494007475750646,-0.6585838329198954,0.27033121947178074,0.418393037822829
7.04,-0.26329,0.0,-0.5755397741376501,0.4166449990360863,11.9,-3.1331510000000002,0.364262897822846,-0.6335545184739426,-0.7004645861217185,-0.659952623410375,-0.5995205980600509,-0.573285702734661,0.23708350443027454,0.36400302441499244
7.12,-0.29493,-0.00269,-0.6235014219824542,0.36288885807466076,11.9,-3.5096670000000003,0.30638657374765904,-0.6911503837897564,-0.7427908085399622,-0.5399612373357243,-0.7494007475750641,-0.48219855299348513,0.2007780277457057,0.306039399058402
7.2,-0.30284,-0.00807,-0.6954438937496605,0.3060609376297252,11.9,-3.603796,0.24541636845645198,-0.7199483164476586,-0.7776163546006762,-0.419969851261107,-0.44964044854503893,-0.38624217864090493,0.16177399181920732,0.24511089777788808
7.28,-0.34239,-0.01883,-0.6954438937496605,0.2476971274430353,11.9,-4.074441,0.18196795701155072,-0.7583455599915334,-0.804589557122507,-0.4199698512611416,-0.44964044854503893,-0.28638554388624193,0.12051962192761378,0.18182847806260083
7.36,-0.34239,-0.03228,-0.7673863655168668,0.18472564803107971,11.9,-4.074441,0.11668203931685074,-0.7871434926494413,-0.8234380416224749,-0.35997415822382983,-0.44964044854503893,-0.18363699763571795,0.07754321338507689,0.11679868143744145
7.44,-0.36612,-0.040350000000000004,-0.7673863655168668,0.12175416861912458,11.9,-4.356828,0.05021787035195464,-0.8159414253073463,-0.8339714767442219,-0.23998277214923647,-0.14988014951501416,-0.07903409121986193,0.03343777738858917,0.050624168302190554
7.5200000000000005,-0.36612,-0.03766,-0.791367189439269,0.054175019981904216,11.9,-4.356828,-0.01675339696222488,-0.8255407361933191,-0.8360834962176529,0.23998277214917785,-0.14988014951501416,0.026366898764810465,-0.011159673294880887,-0.01608984658587429
7.6000000000000005,-0.38194,-0.048420000000000005,-0.791367189439269,-0.010332349171806587,11.9,-4.545086,-0.08355548904286994,-0.7775441817634778,-0.8297527729418521,0.05999569303729313,0.299760299030031,0.13150163670136372,-0.05559256889290413,-0.08272645640489854
7.68,-0.40567,-0.07532,-0.7434055415944647,-0.07023204910025171,11.8,-4.786906,-0.1495138406329206,-0.8159414253073513,-0.8150432343454349,-0.29997846518650206,-0.44964044854502827,0.23530847557660994,-0.09921090607154705,-0.14864943325933322
7.76,-0.38194,-0.06456,-0.8633096612064751,-0.1408829772209823,11.9,-4.545086,-0.21396240653813892,-0.8255407361933178,-0.7921034168495947,0.35997415822384315,-0.14988014951501238,0.3367391774571118,-0.1413968062819798,-0.21320098495369072
7.84,-0.38194,-0.07532,-0.7673863655168668,-0.20231856689118266,11.9,-4.545086,-0.2762503873288559,-0.7583455599915363,-0.761164965952297,0.5399612373357421,0.899280897090077,0.43476949856025726,-0.18158733005783392,-0.27570717025905167
7.92,-0.37403,-0.06994,-0.7194247176720626,-0.26221826681962823,11.9,-4.450957,-0.33574880109050653,-0.739146938219599,-0.7225402970799535,0.35997415822383516,0.44964044854503893,0.5284095320327955,-0.21929268121128026,-0.3354909414181385
