t,DXL_PWM,DXL_Current,DXL_Velocity,DXL_Position,DXL_Input_Voltage,U,position_reference,velocity_from_meas,velocity_from_ref,acc_from_velocity_from_meas,acc_from_meas,acc_from_ref,torque_hip_from_ref,position_from_julia_hip
2.48,-0.36612,-0.03497,-0.7673863655168668,0.08796459430051407,11.9,-4.356828,0.016753396962225206,-0.8063421144213788,-0.8360834962176549,-0.059995693037314446,0.0,-0.02636689876485132,0.011159673294881108,0.01720243633298533
2.56,-0.38194,-0.048420000000000005,-0.7673863655168668,0.023457225146803706,11.8,-4.506892000000001,-0.05021787035195519,-0.8159414253073489,-0.8339714767442239,-0.11999138607460935,-0.14988014951501416,0.07903409121992055,-0.03343777738858855,-0.0499074439511374
2.64,-0.38985,-0.061869999999999994,-0.791367189439269,-0.04258603374866188,11.9,-4.639215,-0.11668203931685073,-0.8255407361933162,-0.8234380416224676,0.11999138607462623,-0.29976029903002566,0.1836369976357206,-0.07754321338507689,-0.11645887397516969
2.72,-0.38194,-0.059179999999999996,-0.815348013361671,-0.10862929264412702,11.9,-4.545086,-0.18196795701155014,-0.7967428035354087,-0.8045895571225086,0.3599741582237961,0.14988014951501416,0.28638554388617976,-0.12051962192761341,-0.18176248255574828
2.8000000000000003,-0.38194,-0.06725,-0.7673863655168668,-0.17006488231432737,11.9,-4.545086,-0.2454163684564522,-0.7679448708775088,-0.7776163546006787,0.23998277214919828,0.44964044854503893,0.3862421786409138,-0.16177399181920726,-0.24515840737051708
2.88,-0.38194,-0.08070000000000001,-0.7434055415944647,-0.23150047198452817,11.9,-4.545086,-0.3063865737476585,-0.758345559991537,-0.7427908085399624,0.23998277214925956,0.29976029903002654,0.4821985529935011,-0.20077802774570533,-0.3060225664255259
2.96,-0.38194,-0.08339,-0.7194247176720626,-0.29140017191297307,11.9,-4.545086,-0.364262897822846,-0.7295476273336274,-0.7004645861217187,0.47996554429844096,0.29976029903002654,0.5732857027346627,-0.23708350443027454,-0.36376855318769624
3.04,-0.35821,-0.09146,-0.6954438937496605,-0.34822809235790864,11.9,-4.262699,-0.41846090752713355,-0.6815510729037864,-0.6510650961024163,0.599956930373041,0.5995205980600522,0.6585838329198852,-0.2703312194717804,-0.41784655308554497
3.12,-0.3503,-0.09953000000000001,-0.6235014219824542,-0.40044834357757897,11.9,-4.16857,-0.4684333131992327,-0.6335545184739408,-0.5950911728545369,0.5999569303730574,0.7494007475750641,0.7372316059275126,-0.30025317729722806,-0.4677412566314702
3.2,-0.32657,-0.10491,-0.5755397741376501,-0.4495968153137393,11.9,-3.8861830000000004,-0.5136754951838596,-0.5855579640440971,-0.5331080391540142,0.7199483164476432,0.5995205980600509,0.808434839216789,-0.3266683070199856,-0.5129706650842362
3.2800000000000002,-0.30284,-0.11028999999999999,-0.527578126292846,-0.4941376178246346,11.9,-3.603796,-0.553730599463875,-0.5183627878423178,-0.46574159857985054,0.8399397025222699,0.7494007475750672,0.8714745249561942,-0.349472605430753,-0.553087088311969
3.36,-0.29493,-0.12104999999999999,-0.45563565452563964,-0.5325348613685099,11.9,-3.5096670000000003,-0.5881941509566355,-0.4511676116405341,-0.3936721151610234,0.8399397025222846,0.7494007475750681,0.9257140905401464,-0.36862504503155374,-0.5876808039507375
3.44,-0.26329,-0.11835999999999999,-0.4076740066808355,-0.56632443568712,11.9,-3.1331510000000002,-0.6167181378896387,-0.3839724354387526,-0.3176273440934274,0.8399397025222655,0.7494007475750646,0.9706058266774724,-0.3841308649753495,-0.616386072198947
3.52,-0.23843,-0.11567,-0.3357315349136292,-0.5939704510387104,11.9,-2.837317,-0.6390145260115839,-0.31677725923697153,-0.2383751828926277,0.9599310885968875,0.8992808970900772,1.0056964181413044,-0.3960239657956403,-0.6388886759005238
