time,q1_l,q1_r,q2_l,q2_r,ZMPx,ZMPy,CoMx,CoMy,CoMz
11.779999999999994,-0.4502106823749568,-0.5372097436271104,0.9638738309584338,1.3424789759957863,1.2036587101148692,-0.07490949278062094,1.200146016711839,-0.07173840571403826,0.19173183907023764
11.799999999999994,-0.4465299922600814,-0.5785789301500935,0.963979829596702,1.354428671629107,1.2036587101148692,-0.07490949278062094,1.2002116756377295,-0.0729752502225734,0.19173183907023764
11.819999999999995,-0.44293735631294107,-0.6171600413545284,0.9640314570378274,1.3583754713676661,1.2036587101148692,-0.07490949278062094,1.2002067007592445,-0.07417255792192279,0.19173183907023764
11.839999999999995,-0.43936087649136285,-0.6522462652643138,0.9640329610602065,1.3542110414734725,1.2036587101148692,-0.07490949278062094,1.2001309492015233,-0.07535480208351743,0.19173183907023764
11.859999999999994,-0.43572740700039964,-0.6832048658636843,0.9639844610474398,1.342020121668148,1.2036587101148692,-0.07490949278062094,1.1999828711939426,-0.07654620603665152,0.19173183907023764
11.879999999999994,-0.43196141638926583,-0.7095129589516974,0.9638819574141565,1.3220772832221073,1.2036587101148692,-0.07490949278062094,1.1997594855180063,-0.0777711270498425,0.19173183907023764
11.899999999999995,-0.42798371305965116,-0.7307873215771591,0.9637170300556269,1.2948385001086755,1.2036587101148692,-0.07490949278062094,1.1994563506093046,-0.07905443945482059,0.19173183907023764
11.919999999999995,-0.423710006029119,-0.7468045746406933,0.9634762057504102,1.260929917494626,1.2036587101148692,-0.07490949278062094,1.199067523574192,-0.08042192431993746,0.19173183907023764
11.939999999999994,-0.4190491814081195,-0.757510481392975,0.9631399445077771,1.2211372267284548,1.2036587101148692,-0.07490949278062094,1.1985854868637196,-0.08190069867230687,0.19173183907023764
11.959999999999994,-0.4139010210452732,-0.7630194967980521,0.9626811427351418,1.1763994564910973,1.2036587101148692,-0.07490949278062094,1.198001002661457,-0.08351976047035979,0.19173183907023764
11.979999999999993,-0.4081523940482275,-0.7636071171635699,0.9620629009244499,1.1278112036123262,1.2036587101148692,-0.07490949278062094,1.19730284240747,-0.08531093441845784,0.19173183907023764
11.999999999999995,-0.40167065362961757,-0.7596984823662285,0.9612350535879408,1.0766370164516048,1.2036587101148692,-0.07490949278062094,1.1964773135104267,-0.08731056702745267,0.19173183907023764
12.019999999999994,-0.3942973467393079,-0.7518586471974149,0.9601293131742016,1.0243361078755553,1.2036587101148692,-0.07490949278062094,1.195507369174689,-0.08956092127082026,0.19173183907023764
12.039999999999994,-0.3858382066003415,-0.740783042266799,0.9586519367738545,0.9725969561668776,1.2036587101148692,-0.07490949278062094,1.1943713288090565,-0.09211245939605614,0.19173183907023764
12.059999999999993,-0.3760485958618659,-0.7272858475950341,0.956672500205976,0.92337341218991,1.2036587101148692,-0.07490949278062094,1.1930412844567262,-0.09502710822420246,0.19173183907023764
12.079999999999995,-0.36461634394987164,-0.7122787322347364,0.9540073589516165,0.8788990129744512,1.2036587101148692,-0.07490949278062094,1.1914814938089051,-0.098381704459948,0.19173183907023764
12.099999999999994,-0.3511467081797312,-0.6967238610044548,0.950396982850384,0.8416351228572775,1.2036587101148692,-0.07490949278062094,1.189647491820703,-0.10227001729243812,0.19173183907023764
12.119999999999994,-0.33515859394919534,-0.6815387994770585,0.9454785971343278,0.8140897345662422,1.2036587101148692,-0.07490949278062094,1.1874872270307428,-0.10680064516831211,0.19173183907023764
12.139999999999993,-0.31610686198630394,-0.667439680180901,0.9387609302838023,0.7984553989952218,1.2036587101148692,-0.07490949278062094,1.1849460999293853,-0.11208696865957728,0.19173183907023764
12.159999999999995,-0.2934508454683933,-0.6547490805891366,0.9296180001569402,0.7960949930769075,1.2036587101148692,-0.07490949278062094,1.1819780022015796,-0.11822491532628629,0.19173183907023764
12.179999999999994,-0.2667897839794501,-0.6432601419562674,0.9173336267999115,0.8070459740093114,1.2036587101148692,-0.07490949278062094,1.1785637054983187,-0.12525581918550965,0.19173183907023764
12.199999999999994,-0.23607291175907122,-0.6322819509289961,0.9012406939135469,0.829808759251241,1.2036587101148692,-0.07490949278062094,1.1747353209026248,-0.13311697513128024,0.19173183907023764
12.219999999999994,-0.18822532832179426,-0.6255688616820883,0.8722650909828319,0.845400390924492,1.203658710114869,-0.07490949278062087,1.1706000074253025,-0.1415937022233384,0.19173183907023764
12.239999999999993,-0.14949684271864608,-0.6110789100429039,0.8454996609369118,0.872179283293542,1.133419059004379,-0.21704265512010856,1.1663469233016455,-0.15030531174579803,0.19173183907023764
12.259999999999993,-0.1140492378149961,-0.5950339543879652,0.820953827983489,0.8946191783955425,1.1334190590043791,-0.2170426551201081,1.1622090500773727,-0.15878239173570452,0.19173183907023764
12.279999999999992,-0.0877495990261335,-0.5785533901717247,0.8066019533673681,0.9124206853609425,1.1334190590043791,-0.2170426551201081,1.1583754968811206,-0.16664429835180294,0.19173183907023764
12.299999999999994,-0.07209855250781261,-0.5625823500945155,0.8047769842354937,0.925995110470356,1.1334190590043791,-0.2170426551201081,1.1549533238256278,-0.17367644491364814,0.19173183907023764
12.319999999999993,-0.06750995718589298,-0.5477342672582992,0.8163085999179197,0.936091835056348,1.1334190590043791,-0.2170426551201081,1.1519744918060846,-0.1798162777715861,0.19173183907023764
12.339999999999993,-0.07343921910591428,-0.534296104816915,0.8404492260515282,0.943508115435095,1.1334190590043791,-0.2170426551201081,1.1494195683878636,-0.18510534786061492,0.19173183907023764
12.359999999999992,-0.08871186273514631,-0.5223151606022598,0.8752770937797834,0.9489379718717305,1.1334190590043791,-0.2170426551201081,1.1472421830333237,-0.1896398687091767,0.19173183907023764
12.379999999999994,-0.11188692640221415,-0.5116998174549563,0.9182800969044007,0.952924853971441,1.1334190590043791,-0.2170426551201081,1.1453874092197311,-0.1935335670177412,0.19173183907023764
12.399999999999993,-0.1415296683196865,-0.502298933912097,0.966845167679077,0.9558694888283291,1.1334190590043791,-0.2170426551201081,1.1438027936276103,-0.19689541636268343,0.19173183907023764
12.419999999999993,-0.17635485849376176,-0.4939508158728044,1.0185433991319242,0.9580582239460791,1.1334190590043791,-0.2170426551201081,1.1424433801217209,-0.19981952781736032,0.19173183907023764
12.439999999999992,-0.21526601335708873,-0.48650660065160845,1.0712382896139134,0.9596934322078654,1.1334190590043791,-0.2170426551201081,1.141272827057019,-0.20238295217709007,0.19173183907023764
12.459999999999994,-0.25733442594827943,-0.4798371074957882,1.123090525650125,0.960918635309215,1.1334190590043791,-0.2170426551201081,1.1402624966069412,-0.2046475935434444,0.19173183907023764
12.479999999999993,-0.30175322498536494,-0.4738312889538487,1.172521071462238,0.9618368535266059,1.1334190590043791,-0.2170426551201081,1.1393898266273004,-0.20666358404309748,0.19173183907023764
12.499999999999993,-0.3477873209173543,-0.46839176344316436,1.2181684863038464,0.9625231183862477,1.1334190590043791,-0.2170426551201081,1.1386367260719146,-0.20847262218860885,0.19173183907023764
12.519999999999992,-0.39472951491637404,-0.46343034235035574,1.25885629082585,0.9630327132149827,1.1334190590043791,-0.2170426551201081,1.1379883089747316,-0.21011063977457334,0.19173183907023764
12.539999999999994,-0.44186744429863223,-0.45886465179863745,1.2935747841173295,0.9634065590621714,1.1334190590043791,-0.2170426551201081,1.1374320235485167,-0.21160968550844295,0.19173183907023764
12.559999999999993,-0.48846371107531483,-0.45461593313503174,1.3214762575007195,0.9636747834787511,1.1334190590043791,-0.2170426551201081,1.1369571097007543,-0.21299916304667932,0.19173183907023764
