t,DXL_PWM,DXL_Current,DXL_Velocity,DXL_Position,DXL_Input_Voltage,U
18.96,-0.16724,0.0,-0.5755397741376501,0.10485938145981932,11.9,-1.990156
18.98,-0.16837,0.0,-0.5755397741376501,0.0941081532675343,11.9,-2.003603
19.0,-0.16837,0.0,-0.5755397741376501,0.08182103533349405,11.9,-2.003603
19.02,-0.16837,0.0,-0.5755397741376501,0.07106980714120881,11.9,-2.003603
19.04,-0.16724,0.0,-0.5755397741376501,0.060318578948923784,11.9,-1.990156
19.06,-0.16724,0.0,-0.551558950215248,0.04956735075663876,11.9,-1.990156
19.080000000000002,-0.16724,-0.00269,-0.527578126292846,0.04035201230610874,11.9,-1.990156
19.1,-0.16611,-0.00269,-0.5035973023704439,0.02960078411382394,11.9,-1.976709
19.12,-0.16611,-0.00269,-0.4796164784480418,0.0203854456632937,11.9,-1.976709
19.14,-0.16498000000000002,-0.00269,-0.45563565452563964,0.012705996954518461,11.9,-1.9632620000000003
19.16,-0.16385000000000002,-0.00807,-0.43165483060323756,0.00041887902047865744,11.9,-1.9498150000000003
19.18,-0.16272000000000003,-0.01345,-0.43165483060323756,-0.008796459430051362,11.9,-1.9363680000000005
19.2,-0.16158999999999998,-0.01345,-0.45563565452563964,-0.018011797880581604,11.9,-1.9229209999999999
19.22,-0.16046,-0.01345,-0.45563565452563964,-0.02876302607286685,11.9,-1.909474
