time,q1_l,q1_r,q2_l,q2_r
0.0,0.0,0.0,0.0,0.0
0.02,0.01669449081803005,0.01669449081803005,0.01669449081803005,0.01669449081803005
0.04,0.0333889816360601,0.0333889816360601,0.0333889816360601,0.0333889816360601
0.06,0.050083472454090144,0.050083472454090144,0.050083472454090144,0.050083472454090144
0.08,0.0667779632721202,0.0667779632721202,0.0667779632721202,0.0667779632721202
0.1,0.08347245409015025,0.08347245409015025,0.08347245409015025,0.08347245409015025
0.12,0.10016694490818029,0.10016694490818029,0.10016694490818029,0.10016694490818029
0.14,0.11686143572621034,0.11686143572621034,0.11686143572621034,0.11686143572621034
0.16,0.1335559265442404,0.1335559265442404,0.1335559265442404,0.1335559265442404
0.18,0.15025041736227043,0.15025041736227043,0.15025041736227043,0.15025041736227043
0.2,0.1669449081803005,0.1669449081803005,0.1669449081803005,0.1669449081803005
0.22,0.18363939899833054,0.18363939899833054,0.18363939899833054,0.18363939899833054
0.24,0.20033388981636058,0.20033388981636058,0.20033388981636058,0.20033388981636058
0.26,0.21702838063439064,0.21702838063439064,0.21702838063439064,0.21702838063439064
0.28,0.23372287145242068,0.23372287145242068,0.23372287145242068,0.23372287145242068
0.3,0.25041736227045075,0.25041736227045075,0.25041736227045075,0.25041736227045075
0.32,0.2671118530884808,0.2671118530884808,0.2671118530884808,0.2671118530884808
0.34,0.2838063439065108,0.2838063439065108,0.2838063439065108,0.2838063439065108
0.36,0.30050083472454087,0.30050083472454087,0.30050083472454087,0.30050083472454087
0.38,0.31719532554257096,0.31719532554257096,0.31719532554257096,0.31719532554257096
0.4,0.333889816360601,0.333889816360601,0.333889816360601,0.333889816360601
0.42,0.35058430717863104,0.35058430717863104,0.35058430717863104,0.35058430717863104
0.44,0.3672787979966611,0.3672787979966611,0.3672787979966611,0.3672787979966611
0.46,0.3839732888146911,0.3839732888146911,0.3839732888146911,0.3839732888146911
0.48,0.40066777963272115,0.40066777963272115,0.40066777963272115,0.40066777963272115
0.5,0.41736227045075125,0.41736227045075125,0.41736227045075125,0.41736227045075125
0.52,0.4340567612687813,0.4340567612687813,0.4340567612687813,0.4340567612687813
0.54,0.4507512520868113,0.4507512520868113,0.4507512520868113,0.4507512520868113
0.56,0.46744574290484137,0.46744574290484137,0.46744574290484137,0.46744574290484137
0.58,0.4841402337228714,0.4841402337228714,0.4841402337228714,0.4841402337228714
0.6,0.5008347245409015,0.5008347245409015,0.5008347245409015,0.5008347245409015
0.62,0.5175292153589315,0.5175292153589315,0.5175292153589315,0.5175292153589315
0.64,0.5342237061769616,0.5342237061769616,0.5342237061769616,0.5342237061769616
0.66,0.5509181969949917,0.5509181969949917,0.5509181969949917,0.5509181969949917
0.68,0.5676126878130217,0.5676126878130217,0.5676126878130217,0.5676126878130217
0.7000000000000001,0.5843071786310517,0.5843071786310517,0.5843071786310517,0.5843071786310517
0.72,0.6010016694490817,0.6010016694490817,0.6010016694490817,0.6010016694490817
0.74,0.6176961602671118,0.6176961602671118,0.6176961602671118,0.6176961602671118
0.76,0.6343906510851419,0.6343906510851419,0.6343906510851419,0.6343906510851419
